Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;6;3000000000;180198
1;100;10;0;6;3000000000;205471
2;100;10;0;6;3000000000;174801
3;100;10;0;6;3000000000;181542
4;100;10;0;6;3000000000;181431
5;100;10;0;6;3000000000;197765
6;100;10;0;6;3000000000;209123
7;100;10;0;6;3000000000;178741
8;100;10;0;6;3000000000;165502
9;100;10;0;6;3000000000;123212
10;100;10;0;6;3000000000;183883
11;100;10;0;6;3000000000;177395
12;100;10;0;6;3000000000;167797
13;100;10;0;6;3000000000;185460
14;100;10;0;6;3000000000;164007
15;100;10;0;6;3000000000;166935
16;100;10;0;6;3000000000;186062
17;100;10;0;6;3000000000;164528
18;100;10;0;6;3000000000;161975
19;100;10;0;6;3000000000;180824
20;100;10;0;6;3000000000;169598
21;100;10;0;6;3000000000;187003
22;100;10;0;6;3000000000;167348
23;100;10;0;6;3000000000;167800
24;100;10;0;6;3000000000;159597
25;100;10;0;6;3000000000;155231
26;100;10;0;6;3000000000;173346
27;100;10;0;6;3000000000;166513
28;100;10;0;6;3000000000;176119
29;100;10;0;6;3000000000;163547
30;100;10;0;6;3000000000;164897
31;100;10;0;6;3000000000;178772
32;100;10;0;6;3000000000;176266
33;100;10;0;6;3000000000;173772
34;100;10;0;6;3000000000;175030
35;100;10;0;6;3000000000;178772
36;100;10;0;6;3000000000;181326
37;100;10;0;6;3000000000;171499
38;100;10;0;6;3000000000;162289
39;100;10;0;6;3000000000;169145
40;100;10;0;6;3000000000;172402
41;100;10;0;6;3000000000;171144
42;100;10;0;6;3000000000;170026
43;100;10;0;6;3000000000;179155
44;100;10;0;6;3000000000;170419
45;100;10;0;6;3000000000;165470
46;100;10;0;6;3000000000;168789
47;100;10;0;6;3000000000;167863
48;100;10;0;6;3000000000;165802
49;100;10;0;6;3000000000;170728
