Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;6;4000000000;222239
1;800;10;0;6;4000000000;218753
2;800;10;0;6;4000000000;216462
3;800;10;0;6;4000000000;184729
4;800;10;0;6;4000000000;194103
5;800;10;0;6;4000000000;196444
6;800;10;0;6;4000000000;146938
7;800;10;0;6;4000000000;130168
8;800;10;0;6;4000000000;148872
9;800;10;0;6;4000000000;156302
10;800;10;0;6;4000000000;95378
11;800;10;0;6;4000000000;169026
12;800;10;0;6;4000000000;145516
13;800;10;0;6;4000000000;102497
14;800;10;0;6;4000000000;154012
15;800;10;0;6;4000000000;120618
16;800;10;0;6;4000000000;115671
17;800;10;0;6;4000000000;97518
18;800;10;0;6;4000000000;205185
19;800;10;0;6;4000000000;230395
20;800;10;0;6;4000000000;229492
21;800;10;0;6;4000000000;187054
22;800;10;0;6;4000000000;196115
23;800;10;0;6;4000000000;192160
24;800;10;0;6;4000000000;242179
25;800;10;0;6;4000000000;236000
26;800;10;0;6;4000000000;235350
27;800;10;0;6;4000000000;241555
28;800;10;0;6;4000000000;226022
29;800;10;0;6;4000000000;231341
30;800;10;0;6;4000000000;206222
31;800;10;0;6;4000000000;226990
32;800;10;0;6;4000000000;231368
33;800;10;0;6;4000000000;200890
34;800;10;0;6;4000000000;178046
35;800;10;0;6;4000000000;180727
36;800;10;0;6;4000000000;200802
37;800;10;0;6;4000000000;203722
38;800;10;0;6;4000000000;203484
39;800;10;0;6;4000000000;194750
40;800;10;0;6;4000000000;192219
41;800;10;0;6;4000000000;202174
42;800;10;0;6;4000000000;194465
43;800;10;0;6;4000000000;204909
44;800;10;0;6;4000000000;198770
45;800;10;0;6;4000000000;206902
46;800;10;0;6;4000000000;210476
47;800;10;0;6;4000000000;175930
48;800;10;0;6;4000000000;180902
49;800;10;0;6;4000000000;187370
