Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;1;8000000000;231903
1;10;10;0;1;8000000000;94036
2;10;10;0;1;8000000000;176485
3;10;10;0;1;8000000000;166705
4;10;10;0;1;8000000000;179070
5;10;10;0;1;8000000000;157923
6;10;10;0;1;8000000000;103283
7;10;10;0;1;8000000000;81289
8;10;10;0;1;8000000000;90736
9;10;10;0;1;8000000000;89658
10;10;10;0;1;8000000000;89605
11;10;10;0;1;8000000000;91953
12;10;10;0;1;8000000000;81425
13;10;10;0;1;8000000000;92243
14;10;10;0;1;8000000000;113135
15;10;10;0;1;8000000000;84581
16;10;10;0;1;8000000000;82435
17;10;10;0;1;8000000000;87978
18;10;10;0;1;8000000000;156533
19;10;10;0;1;8000000000;82016
20;10;10;0;1;8000000000;83159
21;10;10;0;1;8000000000;115616
22;10;10;0;1;8000000000;80204
23;10;10;0;1;8000000000;80491
24;10;10;0;1;8000000000;114397
25;10;10;0;1;8000000000;81439
26;10;10;0;1;8000000000;79283
27;10;10;0;1;8000000000;88824
28;10;10;0;1;8000000000;91835
29;10;10;0;1;8000000000;92483
30;10;10;0;1;8000000000;92312
31;10;10;0;1;8000000000;91486
32;10;10;0;1;8000000000;82378
33;10;10;0;1;8000000000;89809
34;10;10;0;1;8000000000;87224
35;10;10;0;1;8000000000;82777
36;10;10;0;1;8000000000;111812
37;10;10;0;1;8000000000;81640
38;10;10;0;1;8000000000;81715
39;10;10;0;1;8000000000;108204
40;10;10;0;1;8000000000;83713
41;10;10;0;1;8000000000;80476
42;10;10;0;1;8000000000;90699
43;10;10;0;1;8000000000;89730
44;10;10;0;1;8000000000;81866
45;10;10;0;1;8000000000;88662
46;10;10;0;1;8000000000;93715
47;10;10;0;1;8000000000;81126
48;10;10;0;1;8000000000;82677
49;10;10;0;1;8000000000;101704
