Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;3;3000000000;279916
1;800;10;0;3;3000000000;247188
2;800;10;0;3;3000000000;243450
3;800;10;0;3;3000000000;986113
4;800;10;0;3;3000000000;4808491
5;800;10;0;3;3000000000;117826
6;800;10;0;3;3000000000;133310
7;800;10;0;3;3000000000;144895
8;800;10;0;3;3000000000;96733
9;800;10;0;3;3000000000;130213
10;800;10;0;3;3000000000;124194
11;800;10;0;3;3000000000;95341
12;800;10;0;3;3000000000;117114
13;800;10;0;3;3000000000;139317
14;800;10;0;3;3000000000;96787
15;800;10;0;3;3000000000;215984
16;800;10;0;3;3000000000;103120
17;800;10;0;3;3000000000;90370
18;800;10;0;3;3000000000;177822
19;800;10;0;3;3000000000;94386
20;800;10;0;3;3000000000;89289
21;800;10;0;3;3000000000;120784
22;800;10;0;3;3000000000;124761
23;800;10;0;3;3000000000;96448
24;800;10;0;3;3000000000;127406
25;800;10;0;3;3000000000;134303
26;800;10;0;3;3000000000;95345
27;800;10;0;3;3000000000;165286
28;800;10;0;3;3000000000;135754
29;800;10;0;3;3000000000;112769
30;800;10;0;3;3000000000;122472
31;800;10;0;3;3000000000;105947
32;800;10;0;3;3000000000;133416
33;800;10;0;3;3000000000;117445
34;800;10;0;3;3000000000;98245
35;800;10;0;3;3000000000;119388
36;800;10;0;3;3000000000;102006
37;800;10;0;3;3000000000;165400
38;800;10;0;3;3000000000;92921
39;800;10;0;3;3000000000;88380
40;800;10;0;3;3000000000;165745
41;800;10;0;3;3000000000;100165
42;800;10;0;3;3000000000;90344
43;800;10;0;3;3000000000;160331
44;800;10;0;3;3000000000;102267
45;800;10;0;3;3000000000;90277
46;800;10;0;3;3000000000;131275
47;800;10;0;3;3000000000;118970
48;800;10;0;3;3000000000;96504
49;800;10;0;3;3000000000;114758
