Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;1;8000000000;179131
1;400;10;0;1;8000000000;177008
2;400;10;0;1;8000000000;184952
3;400;10;0;1;8000000000;169995
4;400;10;0;1;8000000000;157464
5;400;10;0;1;8000000000;201588
6;400;10;0;1;8000000000;158332
7;400;10;0;1;8000000000;158777
8;400;10;0;1;8000000000;180019
9;400;10;0;1;8000000000;169473
10;400;10;0;1;8000000000;155610
11;400;10;0;1;8000000000;203088
12;400;10;0;1;8000000000;166808
13;400;10;0;1;8000000000;162408
14;400;10;0;1;8000000000;160292
15;400;10;0;1;8000000000;170945
16;400;10;0;1;8000000000;156634
17;400;10;0;1;8000000000;158016
18;400;10;0;1;8000000000;167758
19;400;10;0;1;8000000000;157115
20;400;10;0;1;8000000000;155053
21;400;10;0;1;8000000000;170977
22;400;10;0;1;8000000000;161003
23;400;10;0;1;8000000000;157032
24;400;10;0;1;8000000000;166558
25;400;10;0;1;8000000000;159156
26;400;10;0;1;8000000000;157303
27;400;10;0;1;8000000000;167687
28;400;10;0;1;8000000000;154871
29;400;10;0;1;8000000000;154197
30;400;10;0;1;8000000000;164152
31;400;10;0;1;8000000000;156987
32;400;10;0;1;8000000000;156532
33;400;10;0;1;8000000000;164687
34;400;10;0;1;8000000000;157390
35;400;10;0;1;8000000000;156780
36;400;10;0;1;8000000000;176175
37;400;10;0;1;8000000000;162092
38;400;10;0;1;8000000000;151527
39;400;10;0;1;8000000000;179043
40;400;10;0;1;8000000000;165905
41;400;10;0;1;8000000000;157935
42;400;10;0;1;8000000000;202754
43;400;10;0;1;8000000000;168321
44;400;10;0;1;8000000000;158133
45;400;10;0;1;8000000000;157920
46;400;10;0;1;8000000000;166319
47;400;10;0;1;8000000000;161706
48;400;10;0;1;8000000000;155321
49;400;10;0;1;8000000000;169060
