Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;1;13000000000;182447
1;10;10;0;1;13000000000;180782
2;10;10;0;1;13000000000;183527
3;10;10;0;1;13000000000;168850
4;10;10;0;1;13000000000;156903
5;10;10;0;1;13000000000;159987
6;10;10;0;1;13000000000;221712
7;10;10;0;1;13000000000;154231
8;10;10;0;1;13000000000;178431
9;10;10;0;1;13000000000;164241
10;10;10;0;1;13000000000;152964
11;10;10;0;1;13000000000;204820
12;10;10;0;1;13000000000;163353
13;10;10;0;1;13000000000;162164
14;10;10;0;1;13000000000;158153
15;10;10;0;1;13000000000;164307
16;10;10;0;1;13000000000;161007
17;10;10;0;1;13000000000;152737
18;10;10;0;1;13000000000;165526
19;10;10;0;1;13000000000;154888
20;10;10;0;1;13000000000;149592
21;10;10;0;1;13000000000;165813
22;10;10;0;1;13000000000;161414
23;10;10;0;1;13000000000;162073
24;10;10;0;1;13000000000;162811
25;10;10;0;1;13000000000;156324
26;10;10;0;1;13000000000;147673
27;10;10;0;1;13000000000;163317
28;10;10;0;1;13000000000;161914
29;10;10;0;1;13000000000;155450
30;10;10;0;1;13000000000;162980
31;10;10;0;1;13000000000;159264
32;10;10;0;1;13000000000;155737
33;10;10;0;1;13000000000;162275
34;10;10;0;1;13000000000;161004
35;10;10;0;1;13000000000;150937
36;10;10;0;1;13000000000;160293
37;10;10;0;1;13000000000;155900
38;10;10;0;1;13000000000;161069
39;10;10;0;1;13000000000;177321
40;10;10;0;1;13000000000;164860
41;10;10;0;1;13000000000;153788
42;10;10;0;1;13000000000;195555
43;10;10;0;1;13000000000;162940
44;10;10;0;1;13000000000;156017
45;10;10;0;1;13000000000;150849
46;10;10;0;1;13000000000;164470
47;10;10;0;1;13000000000;153134
48;10;10;0;1;13000000000;157727
49;10;10;0;1;13000000000;164906
