Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;1;8000000000;185735
1;200;10;0;1;8000000000;197769
2;200;10;0;1;8000000000;204699
3;200;10;0;1;8000000000;198834
4;200;10;0;1;8000000000;151252
5;200;10;0;1;8000000000;253062
6;200;10;0;1;8000000000;155640
7;200;10;0;1;8000000000;209034
8;200;10;0;1;8000000000;174698
9;200;10;0;1;8000000000;162941
10;200;10;0;1;8000000000;156917
11;200;10;0;1;8000000000;217813
12;200;10;0;1;8000000000;166923
13;200;10;0;1;8000000000;188388
14;200;10;0;1;8000000000;156608
15;200;10;0;1;8000000000;188501
16;200;10;0;1;8000000000;154061
17;200;10;0;1;8000000000;176368
18;200;10;0;1;8000000000;168753
19;200;10;0;1;8000000000;170442
20;200;10;0;1;8000000000;149751
21;200;10;0;1;8000000000;217115
22;200;10;0;1;8000000000;156712
23;200;10;0;1;8000000000;157482
24;200;10;0;1;8000000000;162384
25;200;10;0;1;8000000000;194441
26;200;10;0;1;8000000000;153010
27;200;10;0;1;8000000000;229216
28;200;10;0;1;8000000000;153682
29;200;10;0;1;8000000000;170968
30;200;10;0;1;8000000000;165769
31;200;10;0;1;8000000000;156276
32;200;10;0;1;8000000000;155386
33;200;10;0;1;8000000000;213406
34;200;10;0;1;8000000000;155815
35;200;10;0;1;8000000000;151691
36;200;10;0;1;8000000000;178729
37;200;10;0;1;8000000000;205662
38;200;10;0;1;8000000000;149858
39;200;10;0;1;8000000000;191270
40;200;10;0;1;8000000000;164342
41;200;10;0;1;8000000000;170465
42;200;10;0;1;8000000000;210574
43;200;10;0;1;8000000000;210827
44;200;10;0;1;8000000000;154554
45;200;10;0;1;8000000000;174298
46;200;10;0;1;8000000000;168125
47;200;10;0;1;8000000000;178643
48;200;10;0;1;8000000000;151599
49;200;10;0;1;8000000000;214102
