Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;4;3000000000;195225
1;400;10;0;4;3000000000;199321
2;400;10;0;4;3000000000;177841
3;400;10;0;4;3000000000;180613
4;400;10;0;4;3000000000;177435
5;400;10;0;4;3000000000;176055
6;400;10;0;4;3000000000;177790
7;400;10;0;4;3000000000;179882
8;400;10;0;4;3000000000;177147
9;400;10;0;4;3000000000;183320
10;400;10;0;4;3000000000;176528
11;400;10;0;4;3000000000;177520
12;400;10;0;4;3000000000;180476
13;400;10;0;4;3000000000;174399
14;400;10;0;4;3000000000;186962
15;400;10;0;4;3000000000;196759
16;400;10;0;4;3000000000;179427
17;400;10;0;4;3000000000;180333
18;400;10;0;4;3000000000;181772
19;400;10;0;4;3000000000;183361
20;400;10;0;4;3000000000;178761
21;400;10;0;4;3000000000;180824
22;400;10;0;4;3000000000;180107
23;400;10;0;4;3000000000;177827
24;400;10;0;4;3000000000;182227
25;400;10;0;4;3000000000;183044
26;400;10;0;4;3000000000;180543
27;400;10;0;4;3000000000;181916
28;400;10;0;4;3000000000;176001
29;400;10;0;4;3000000000;182365
30;400;10;0;4;3000000000;185985
31;400;10;0;4;3000000000;173083
32;400;10;0;4;3000000000;176028
33;400;10;0;4;3000000000;184001
34;400;10;0;4;3000000000;179836
35;400;10;0;4;3000000000;179157
36;400;10;0;4;3000000000;180903
37;400;10;0;4;3000000000;184315
38;400;10;0;4;3000000000;176930
39;400;10;0;4;3000000000;180994
40;400;10;0;4;3000000000;182362
41;400;10;0;4;3000000000;173135
42;400;10;0;4;3000000000;183026
43;400;10;0;4;3000000000;180699
44;400;10;0;4;3000000000;183826
45;400;10;0;4;3000000000;200649
46;400;10;0;4;3000000000;181185
47;400;10;0;4;3000000000;176672
48;400;10;0;4;3000000000;170825
49;400;10;0;4;3000000000;203222
