Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;3;1000000000;185603
1;800;10;0;3;1000000000;175983
2;800;10;0;3;1000000000;174436
3;800;10;0;3;1000000000;164678
4;800;10;0;3;1000000000;99693
5;800;10;0;3;1000000000;145969
6;800;10;0;3;1000000000;90901
7;800;10;0;3;1000000000;123355
8;800;10;0;3;1000000000;106174
9;800;10;0;3;1000000000;89935
10;800;10;0;3;1000000000;101218
11;800;10;0;3;1000000000;99941
12;800;10;0;3;1000000000;166858
13;800;10;0;3;1000000000;167580
14;800;10;0;3;1000000000;168748
15;800;10;0;3;1000000000;163517
16;800;10;0;3;1000000000;167203
17;800;10;0;3;1000000000;170555
18;800;10;0;3;1000000000;177721
19;800;10;0;3;1000000000;172811
20;800;10;0;3;1000000000;172841
21;800;10;0;3;1000000000;176743
22;800;10;0;3;1000000000;174070
23;800;10;0;3;1000000000;169689
24;800;10;0;3;1000000000;171403
25;800;10;0;3;1000000000;168561
26;800;10;0;3;1000000000;167819
27;800;10;0;3;1000000000;171581
28;800;10;0;3;1000000000;173616
29;800;10;0;3;1000000000;173765
30;800;10;0;3;1000000000;176963
31;800;10;0;3;1000000000;172048
32;800;10;0;3;1000000000;176242
33;800;10;0;3;1000000000;178646
34;800;10;0;3;1000000000;176268
35;800;10;0;3;1000000000;177009
36;800;10;0;3;1000000000;183777
37;800;10;0;3;1000000000;183090
38;800;10;0;3;1000000000;179772
39;800;10;0;3;1000000000;177762
40;800;10;0;3;1000000000;186052
41;800;10;0;3;1000000000;179094
42;800;10;0;3;1000000000;196490
43;800;10;0;3;1000000000;187178
44;800;10;0;3;1000000000;183543
45;800;10;0;3;1000000000;193094
46;800;10;0;3;1000000000;185210
47;800;10;0;3;1000000000;189574
48;800;10;0;3;1000000000;178208
49;800;10;0;3;1000000000;190199
