Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;5;15000000000;204269
1;10;10;0;5;15000000000;196913
2;10;10;0;5;15000000000;211322
3;10;10;0;5;15000000000;197695
4;10;10;0;5;15000000000;179736
5;10;10;0;5;15000000000;180211
6;10;10;0;5;15000000000;171345
7;10;10;0;5;15000000000;176548
8;10;10;0;5;15000000000;180288
9;10;10;0;5;15000000000;180855
10;10;10;0;5;15000000000;176535
11;10;10;0;5;15000000000;178836
12;10;10;0;5;15000000000;182275
13;10;10;0;5;15000000000;175594
14;10;10;0;5;15000000000;176182
15;10;10;0;5;15000000000;181658
16;10;10;0;5;15000000000;170773
17;10;10;0;5;15000000000;172926
18;10;10;0;5;15000000000;182473
19;10;10;0;5;15000000000;180222
20;10;10;0;5;15000000000;180616
21;10;10;0;5;15000000000;181130
22;10;10;0;5;15000000000;179079
23;10;10;0;5;15000000000;177943
24;10;10;0;5;15000000000;180474
25;10;10;0;5;15000000000;177660
26;10;10;0;5;15000000000;176918
27;10;10;0;5;15000000000;176074
28;10;10;0;5;15000000000;179777
29;10;10;0;5;15000000000;176899
30;10;10;0;5;15000000000;178091
31;10;10;0;5;15000000000;176531
32;10;10;0;5;15000000000;178337
33;10;10;0;5;15000000000;182910
34;10;10;0;5;15000000000;175036
35;10;10;0;5;15000000000;181762
36;10;10;0;5;15000000000;181999
37;10;10;0;5;15000000000;173391
38;10;10;0;5;15000000000;175136
39;10;10;0;5;15000000000;177703
40;10;10;0;5;15000000000;177629
41;10;10;0;5;15000000000;176491
42;10;10;0;5;15000000000;177567
43;10;10;0;5;15000000000;188253
44;10;10;0;5;15000000000;180059
45;10;10;0;5;15000000000;176560
46;10;10;0;5;15000000000;183505
47;10;10;0;5;15000000000;176589
48;10;10;0;5;15000000000;176117
49;10;10;0;5;15000000000;180126
