Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;4;13000000000;185207
1;800;10;0;4;13000000000;196514
2;800;10;0;4;13000000000;209295
3;800;10;0;4;13000000000;206090
4;800;10;0;4;13000000000;176626
5;800;10;0;4;13000000000;178651
6;800;10;0;4;13000000000;175918
7;800;10;0;4;13000000000;174085
8;800;10;0;4;13000000000;199834
9;800;10;0;4;13000000000;181184
10;800;10;0;4;13000000000;177139
11;800;10;0;4;13000000000;191737
12;800;10;0;4;13000000000;184453
13;800;10;0;4;13000000000;173662
14;800;10;0;4;13000000000;234730
15;800;10;0;4;13000000000;186602
16;800;10;0;4;13000000000;175220
17;800;10;0;4;13000000000;172383
18;800;10;0;4;13000000000;183712
19;800;10;0;4;13000000000;177399
20;800;10;0;4;13000000000;174829
21;800;10;0;4;13000000000;183492
22;800;10;0;4;13000000000;174966
23;800;10;0;4;13000000000;172990
24;800;10;0;4;13000000000;185305
25;800;10;0;4;13000000000;174532
26;800;10;0;4;13000000000;173993
27;800;10;0;4;13000000000;184251
28;800;10;0;4;13000000000;176343
29;800;10;0;4;13000000000;174018
30;800;10;0;4;13000000000;179821
31;800;10;0;4;13000000000;166610
32;800;10;0;4;13000000000;175088
33;800;10;0;4;13000000000;176488
34;800;10;0;4;13000000000;169898
35;800;10;0;4;13000000000;175912
36;800;10;0;4;13000000000;175029
37;800;10;0;4;13000000000;173794
38;800;10;0;4;13000000000;175772
39;800;10;0;4;13000000000;194259
40;800;10;0;4;13000000000;183071
41;800;10;0;4;13000000000;172609
42;800;10;0;4;13000000000;190459
43;800;10;0;4;13000000000;183700
44;800;10;0;4;13000000000;178201
45;800;10;0;4;13000000000;247993
46;800;10;0;4;13000000000;186882
47;800;10;0;4;13000000000;173832
48;800;10;0;4;13000000000;169788
49;800;10;0;4;13000000000;179519
