Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;5;10000000000;190164
1;400;10;0;5;10000000000;182101
2;400;10;0;5;10000000000;193379
3;400;10;0;5;10000000000;169018
4;400;10;0;5;10000000000;97560
5;400;10;0;5;10000000000;164059
6;400;10;0;5;10000000000;101539
7;400;10;0;5;10000000000;114118
8;400;10;0;5;10000000000;173478
9;400;10;0;5;10000000000;172542
10;400;10;0;5;10000000000;139379
11;400;10;0;5;10000000000;173153
12;400;10;0;5;10000000000;152389
13;400;10;0;5;10000000000;146509
14;400;10;0;5;10000000000;150228
15;400;10;0;5;10000000000;164201
16;400;10;0;5;10000000000;147633
17;400;10;0;5;10000000000;131101
18;400;10;0;5;10000000000;168343
19;400;10;0;5;10000000000;120099
20;400;10;0;5;10000000000;128369
21;400;10;0;5;10000000000;176235
22;400;10;0;5;10000000000;122552
23;400;10;0;5;10000000000;108323
24;400;10;0;5;10000000000;161762
25;400;10;0;5;10000000000;108188
26;400;10;0;5;10000000000;114088
27;400;10;0;5;10000000000;162234
28;400;10;0;5;10000000000;122863
29;400;10;0;5;10000000000;102559
30;400;10;0;5;10000000000;156469
31;400;10;0;5;10000000000;120531
32;400;10;0;5;10000000000;110601
33;400;10;0;5;10000000000;151534
34;400;10;0;5;10000000000;108332
35;400;10;0;5;10000000000;101654
36;400;10;0;5;10000000000;153443
37;400;10;0;5;10000000000;111471
38;400;10;0;5;10000000000;113115
39;400;10;0;5;10000000000;146875
40;400;10;0;5;10000000000;149557
41;400;10;0;5;10000000000;97447
42;400;10;0;5;10000000000;147665
43;400;10;0;5;10000000000;130238
44;400;10;0;5;10000000000;100960
45;400;10;0;5;10000000000;121063
46;400;10;0;5;10000000000;153352
47;400;10;0;5;10000000000;101079
48;400;10;0;5;10000000000;94671
49;400;10;0;5;10000000000;166266
