Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;3;15000000000;174382
1;10;10;0;3;15000000000;184484
2;10;10;0;3;15000000000;201274
3;10;10;0;3;15000000000;190549
4;10;10;0;3;15000000000;176312
5;10;10;0;3;15000000000;176093
6;10;10;0;3;15000000000;170627
7;10;10;0;3;15000000000;172457
8;10;10;0;3;15000000000;172674
9;10;10;0;3;15000000000;162909
10;10;10;0;3;15000000000;164829
11;10;10;0;3;15000000000;180963
12;10;10;0;3;15000000000;175371
13;10;10;0;3;15000000000;164744
14;10;10;0;3;15000000000;170545
15;10;10;0;3;15000000000;181295
16;10;10;0;3;15000000000;166882
17;10;10;0;3;15000000000;164373
18;10;10;0;3;15000000000;173459
19;10;10;0;3;15000000000;167293
20;10;10;0;3;15000000000;165571
21;10;10;0;3;15000000000;179078
22;10;10;0;3;15000000000;168872
23;10;10;0;3;15000000000;167263
24;10;10;0;3;15000000000;174680
25;10;10;0;3;15000000000;164721
26;10;10;0;3;15000000000;163588
27;10;10;0;3;15000000000;172370
28;10;10;0;3;15000000000;168013
29;10;10;0;3;15000000000;163439
30;10;10;0;3;15000000000;171866
31;10;10;0;3;15000000000;165367
32;10;10;0;3;15000000000;167556
33;10;10;0;3;15000000000;169303
34;10;10;0;3;15000000000;166032
35;10;10;0;3;15000000000;163134
36;10;10;0;3;15000000000;170200
37;10;10;0;3;15000000000;168898
38;10;10;0;3;15000000000;166765
39;10;10;0;3;15000000000;193107
40;10;10;0;3;15000000000;171472
41;10;10;0;3;15000000000;165761
42;10;10;0;3;15000000000;172100
43;10;10;0;3;15000000000;172846
44;10;10;0;3;15000000000;166773
45;10;10;0;3;15000000000;229434
46;10;10;0;3;15000000000;173586
47;10;10;0;3;15000000000;169993
48;10;10;0;3;15000000000;168358
49;10;10;0;3;15000000000;176636
