Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;4;8000000000;184431
1;1000;10;0;4;8000000000;170134
2;1000;10;0;4;8000000000;178658
3;1000;10;0;4;8000000000;173966
4;1000;10;0;4;8000000000;172754
5;1000;10;0;4;8000000000;173237
6;1000;10;0;4;8000000000;173738
7;1000;10;0;4;8000000000;173331
8;1000;10;0;4;8000000000;172662
9;1000;10;0;4;8000000000;170768
10;1000;10;0;4;8000000000;171765
11;1000;10;0;4;8000000000;174398
12;1000;10;0;4;8000000000;174308
13;1000;10;0;4;8000000000;168983
14;1000;10;0;4;8000000000;172022
15;1000;10;0;4;8000000000;168245
16;1000;10;0;4;8000000000;173325
17;1000;10;0;4;8000000000;171794
18;1000;10;0;4;8000000000;176661
19;1000;10;0;4;8000000000;171629
20;1000;10;0;4;8000000000;174605
21;1000;10;0;4;8000000000;172821
22;1000;10;0;4;8000000000;167767
23;1000;10;0;4;8000000000;172784
24;1000;10;0;4;8000000000;171852
25;1000;10;0;4;8000000000;174031
26;1000;10;0;4;8000000000;173768
27;1000;10;0;4;8000000000;175194
28;1000;10;0;4;8000000000;172158
29;1000;10;0;4;8000000000;168643
30;1000;10;0;4;8000000000;171232
31;1000;10;0;4;8000000000;174117
32;1000;10;0;4;8000000000;174177
33;1000;10;0;4;8000000000;173580
34;1000;10;0;4;8000000000;177384
35;1000;10;0;4;8000000000;175244
36;1000;10;0;4;8000000000;176978
37;1000;10;0;4;8000000000;180673
38;1000;10;0;4;8000000000;182950
39;1000;10;0;4;8000000000;192223
40;1000;10;0;4;8000000000;185414
41;1000;10;0;4;8000000000;182194
42;1000;10;0;4;8000000000;196391
43;1000;10;0;4;8000000000;187464
44;1000;10;0;4;8000000000;181571
45;1000;10;0;4;8000000000;270726
46;1000;10;0;4;8000000000;185343
47;1000;10;0;4;8000000000;179805
48;1000;10;0;4;8000000000;181976
49;1000;10;0;4;8000000000;187266
