Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;2;3000000000;194419
1;600;10;0;2;3000000000;186063
2;600;10;0;2;3000000000;184792
3;600;10;0;2;3000000000;180960
4;600;10;0;2;3000000000;158886
5;600;10;0;2;3000000000;180978
6;600;10;0;2;3000000000;167585
7;600;10;0;2;3000000000;160154
8;600;10;0;2;3000000000;164048
9;600;10;0;2;3000000000;163898
10;600;10;0;2;3000000000;162646
11;600;10;0;2;3000000000;162155
12;600;10;0;2;3000000000;166496
13;600;10;0;2;3000000000;163035
14;600;10;0;2;3000000000;170679
15;600;10;0;2;3000000000;176081
16;600;10;0;2;3000000000;168100
17;600;10;0;2;3000000000;160599
18;600;10;0;2;3000000000;165100
19;600;10;0;2;3000000000;161946
20;600;10;0;2;3000000000;163930
21;600;10;0;2;3000000000;162967
22;600;10;0;2;3000000000;162226
23;600;10;0;2;3000000000;162043
24;600;10;0;2;3000000000;164857
25;600;10;0;2;3000000000;191571
26;600;10;0;2;3000000000;161632
27;600;10;0;2;3000000000;162714
28;600;10;0;2;3000000000;164480
29;600;10;0;2;3000000000;159376
30;600;10;0;2;3000000000;183369
31;600;10;0;2;3000000000;163259
32;600;10;0;2;3000000000;152989
33;600;10;0;2;3000000000;158648
34;600;10;0;2;3000000000;164196
35;600;10;0;2;3000000000;155447
36;600;10;0;2;3000000000;160622
37;600;10;0;2;3000000000;158953
38;600;10;0;2;3000000000;163372
39;600;10;0;2;3000000000;160346
40;600;10;0;2;3000000000;166559
41;600;10;0;2;3000000000;152915
42;600;10;0;2;3000000000;149164
43;600;10;0;2;3000000000;137536
44;600;10;0;2;3000000000;156168
45;600;10;0;2;3000000000;160780
46;600;10;0;2;3000000000;160550
47;600;10;0;2;3000000000;160117
48;600;10;0;2;3000000000;153296
49;600;10;0;2;3000000000;173336
