Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;1;3000000000;187037
1;200;10;0;1;3000000000;173818
2;200;10;0;1;3000000000;175419
3;200;10;0;1;3000000000;275822
4;200;10;0;1;3000000000;161528
5;200;10;0;1;3000000000;163929
6;200;10;0;1;3000000000;137815
7;200;10;0;1;3000000000;162970
8;200;10;0;1;3000000000;161009
9;200;10;0;1;3000000000;158502
10;200;10;0;1;3000000000;179742
11;200;10;0;1;3000000000;189966
12;200;10;0;1;3000000000;162700
13;200;10;0;1;3000000000;144620
14;200;10;0;1;3000000000;154921
15;200;10;0;1;3000000000;164752
16;200;10;0;1;3000000000;132669
17;200;10;0;1;3000000000;136135
18;200;10;0;1;3000000000;162015
19;200;10;0;1;3000000000;128695
20;200;10;0;1;3000000000;131911
21;200;10;0;1;3000000000;146051
22;200;10;0;1;3000000000;132276
23;200;10;0;1;3000000000;129338
24;200;10;0;1;3000000000;162509
25;200;10;0;1;3000000000;129674
26;200;10;0;1;3000000000;134323
27;200;10;0;1;3000000000;160420
28;200;10;0;1;3000000000;143081
29;200;10;0;1;3000000000;128265
30;200;10;0;1;3000000000;152366
31;200;10;0;1;3000000000;132839
32;200;10;0;1;3000000000;134573
33;200;10;0;1;3000000000;156707
34;200;10;0;1;3000000000;131592
35;200;10;0;1;3000000000;133884
36;200;10;0;1;3000000000;150152
37;200;10;0;1;3000000000;150064
38;200;10;0;1;3000000000;126766
39;200;10;0;1;3000000000;144551
40;200;10;0;1;3000000000;128685
41;200;10;0;1;3000000000;85115
42;200;10;0;1;3000000000;83402
43;200;10;0;1;3000000000;107246
44;200;10;0;1;3000000000;81570
45;200;10;0;1;3000000000;82674
46;200;10;0;1;3000000000;121659
47;200;10;0;1;3000000000;86471
48;200;10;0;1;3000000000;82313
49;200;10;0;1;3000000000;204689
