Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;4;3000000000;199299
1;600;10;0;4;3000000000;189654
2;600;10;0;4;3000000000;183122
3;600;10;0;4;3000000000;185692
4;600;10;0;4;3000000000;164788
5;600;10;0;4;3000000000;150761
6;600;10;0;4;3000000000;135234
7;600;10;0;4;3000000000;95361
8;600;10;0;4;3000000000;89173
9;600;10;0;4;3000000000;145780
10;600;10;0;4;3000000000;95419
11;600;10;0;4;3000000000;90546
12;600;10;0;4;3000000000;146274
13;600;10;0;4;3000000000;96459
14;600;10;0;4;3000000000;111869
15;600;10;0;4;3000000000;157677
16;600;10;0;4;3000000000;93702
17;600;10;0;4;3000000000;90518
18;600;10;0;4;3000000000;139287
19;600;10;0;4;3000000000;90753
20;600;10;0;4;3000000000;89060
21;600;10;0;4;3000000000;135425
22;600;10;0;4;3000000000;92283
23;600;10;0;4;3000000000;88296
24;600;10;0;4;3000000000;145744
25;600;10;0;4;3000000000;149195
26;600;10;0;4;3000000000;110179
27;600;10;0;4;3000000000;153152
28;600;10;0;4;3000000000;108918
29;600;10;0;4;3000000000;95956
30;600;10;0;4;3000000000;143103
31;600;10;0;4;3000000000;106745
32;600;10;0;4;3000000000;94136
33;600;10;0;4;3000000000;157795
34;600;10;0;4;3000000000;127522
35;600;10;0;4;3000000000;119679
36;600;10;0;4;3000000000;113236
37;600;10;0;4;3000000000;137396
38;600;10;0;4;3000000000;95580
39;600;10;0;4;3000000000;89782
40;600;10;0;4;3000000000;137682
41;600;10;0;4;3000000000;127042
42;600;10;0;4;3000000000;99324
43;600;10;0;4;3000000000;142039
44;600;10;0;4;3000000000;90454
45;600;10;0;4;3000000000;87208
46;600;10;0;4;3000000000;165018
47;600;10;0;4;3000000000;164581
48;600;10;0;4;3000000000;159034
49;600;10;0;4;3000000000;185361
