Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;3;5000000000;191036
1;200;10;0;3;5000000000;193598
2;200;10;0;3;5000000000;176226
3;200;10;0;3;5000000000;196961
4;200;10;0;3;5000000000;171226
5;200;10;0;3;5000000000;167402
6;200;10;0;3;5000000000;167427
7;200;10;0;3;5000000000;163708
8;200;10;0;3;5000000000;190561
9;200;10;0;3;5000000000;168578
10;200;10;0;3;5000000000;162054
11;200;10;0;3;5000000000;172032
12;200;10;0;3;5000000000;164491
13;200;10;0;3;5000000000;169833
14;200;10;0;3;5000000000;184779
15;200;10;0;3;5000000000;169805
16;200;10;0;3;5000000000;165983
17;200;10;0;3;5000000000;165126
18;200;10;0;3;5000000000;168729
19;200;10;0;3;5000000000;162812
20;200;10;0;3;5000000000;161372
21;200;10;0;3;5000000000;171942
22;200;10;0;3;5000000000;162610
23;200;10;0;3;5000000000;161946
24;200;10;0;3;5000000000;166390
25;200;10;0;3;5000000000;167107
26;200;10;0;3;5000000000;163201
27;200;10;0;3;5000000000;161852
28;200;10;0;3;5000000000;166123
29;200;10;0;3;5000000000;162962
30;200;10;0;3;5000000000;162976
31;200;10;0;3;5000000000;163994
32;200;10;0;3;5000000000;162708
33;200;10;0;3;5000000000;165380
34;200;10;0;3;5000000000;172585
35;200;10;0;3;5000000000;166488
36;200;10;0;3;5000000000;166367
37;200;10;0;3;5000000000;162834
38;200;10;0;3;5000000000;167210
39;200;10;0;3;5000000000;168124
40;200;10;0;3;5000000000;164633
41;200;10;0;3;5000000000;165238
42;200;10;0;3;5000000000;168791
43;200;10;0;3;5000000000;168127
44;200;10;0;3;5000000000;164625
45;200;10;0;3;5000000000;164622
46;200;10;0;3;5000000000;170732
47;200;10;0;3;5000000000;164225
48;200;10;0;3;5000000000;163078
49;200;10;0;3;5000000000;167672
