Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;4;10000000000;189465
1;10;10;0;4;10000000000;156741
2;10;10;0;4;10000000000;135668
3;10;10;0;4;10000000000;169576
4;10;10;0;4;10000000000;189824
5;10;10;0;4;10000000000;177616
6;10;10;0;4;10000000000;170901
7;10;10;0;4;10000000000;169364
8;10;10;0;4;10000000000;169630
9;10;10;0;4;10000000000;169048
10;10;10;0;4;10000000000;162466
11;10;10;0;4;10000000000;201639
12;10;10;0;4;10000000000;190454
13;10;10;0;4;10000000000;168269
14;10;10;0;4;10000000000;217996
15;10;10;0;4;10000000000;177145
16;10;10;0;4;10000000000;165260
17;10;10;0;4;10000000000;177426
18;10;10;0;4;10000000000;177607
19;10;10;0;4;10000000000;173359
20;10;10;0;4;10000000000;169547
21;10;10;0;4;10000000000;180994
22;10;10;0;4;10000000000;168849
23;10;10;0;4;10000000000;178578
24;10;10;0;4;10000000000;180158
25;10;10;0;4;10000000000;172414
26;10;10;0;4;10000000000;171996
27;10;10;0;4;10000000000;183097
28;10;10;0;4;10000000000;182386
29;10;10;0;4;10000000000;179182
30;10;10;0;4;10000000000;182443
31;10;10;0;4;10000000000;182854
32;10;10;0;4;10000000000;171659
33;10;10;0;4;10000000000;178904
34;10;10;0;4;10000000000;176298
35;10;10;0;4;10000000000;173535
36;10;10;0;4;10000000000;176139
37;10;10;0;4;10000000000;176243
38;10;10;0;4;10000000000;177726
39;10;10;0;4;10000000000;183230
40;10;10;0;4;10000000000;179747
41;10;10;0;4;10000000000;177541
42;10;10;0;4;10000000000;187277
43;10;10;0;4;10000000000;180965
44;10;10;0;4;10000000000;178671
45;10;10;0;4;10000000000;252655
46;10;10;0;4;10000000000;182937
47;10;10;0;4;10000000000;177734
48;10;10;0;4;10000000000;176739
49;10;10;0;4;10000000000;182880
