Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;3;2000000000;179565
1;100;10;0;3;2000000000;191209
2;100;10;0;3;2000000000;169755
3;100;10;0;3;2000000000;160893
4;100;10;0;3;2000000000;150424
5;100;10;0;3;2000000000;165019
6;100;10;0;3;2000000000;155500
7;100;10;0;3;2000000000;161987
8;100;10;0;3;2000000000;158263
9;100;10;0;3;2000000000;159432
10;100;10;0;3;2000000000;170806
11;100;10;0;3;2000000000;162432
12;100;10;0;3;2000000000;176442
13;100;10;0;3;2000000000;169811
14;100;10;0;3;2000000000;185968
15;100;10;0;3;2000000000;170161
16;100;10;0;3;2000000000;169762
17;100;10;0;3;2000000000;164092
18;100;10;0;3;2000000000;173556
19;100;10;0;3;2000000000;172582
20;100;10;0;3;2000000000;168798
21;100;10;0;3;2000000000;186397
22;100;10;0;3;2000000000;175146
23;100;10;0;3;2000000000;172552
24;100;10;0;3;2000000000;181263
25;100;10;0;3;2000000000;174898
26;100;10;0;3;2000000000;171935
27;100;10;0;3;2000000000;184262
28;100;10;0;3;2000000000;164802
29;100;10;0;3;2000000000;161409
30;100;10;0;3;2000000000;163836
31;100;10;0;3;2000000000;162287
32;100;10;0;3;2000000000;164808
33;100;10;0;3;2000000000;166606
34;100;10;0;3;2000000000;165223
35;100;10;0;3;2000000000;161074
36;100;10;0;3;2000000000;164620
37;100;10;0;3;2000000000;164321
38;100;10;0;3;2000000000;161588
39;100;10;0;3;2000000000;161476
40;100;10;0;3;2000000000;164978
41;100;10;0;3;2000000000;161505
42;100;10;0;3;2000000000;176361
43;100;10;0;3;2000000000;172648
44;100;10;0;3;2000000000;172531
45;100;10;0;3;2000000000;184173
46;100;10;0;3;2000000000;176299
47;100;10;0;3;2000000000;171932
48;100;10;0;3;2000000000;167503
49;100;10;0;3;2000000000;176376
