Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;2;4000000000;216494
1;600;10;0;2;4000000000;209797
2;600;10;0;2;4000000000;184865
3;600;10;0;2;4000000000;167951
4;600;10;0;2;4000000000;118034
5;600;10;0;2;4000000000;166994
6;600;10;0;2;4000000000;100246
7;600;10;0;2;4000000000;90017
8;600;10;0;2;4000000000;98854
9;600;10;0;2;4000000000;113009
10;600;10;0;2;4000000000;87745
11;600;10;0;2;4000000000;111835
12;600;10;0;2;4000000000;96052
13;600;10;0;2;4000000000;87891
14;600;10;0;2;4000000000;129943
15;600;10;0;2;4000000000;118815
16;600;10;0;2;4000000000;88904
17;600;10;0;2;4000000000;87475
18;600;10;0;2;4000000000;121015
19;600;10;0;2;4000000000;89164
20;600;10;0;2;4000000000;87295
21;600;10;0;2;4000000000;123919
22;600;10;0;2;4000000000;88185
23;600;10;0;2;4000000000;84162
24;600;10;0;2;4000000000;106132
25;600;10;0;2;4000000000;82352
26;600;10;0;2;4000000000;80649
27;600;10;0;2;4000000000;104952
28;600;10;0;2;4000000000;81637
29;600;10;0;2;4000000000;82694
30;600;10;0;2;4000000000;101144
31;600;10;0;2;4000000000;84185
32;600;10;0;2;4000000000;81123
33;600;10;0;2;4000000000;111491
34;600;10;0;2;4000000000;85741
35;600;10;0;2;4000000000;86352
36;600;10;0;2;4000000000;112807
37;600;10;0;2;4000000000;88661
38;600;10;0;2;4000000000;83877
39;600;10;0;2;4000000000;194873
40;600;10;0;2;4000000000;89668
41;600;10;0;2;4000000000;80365
42;600;10;0;2;4000000000;120556
43;600;10;0;2;4000000000;92437
44;600;10;0;2;4000000000;90262
45;600;10;0;2;4000000000;90275
46;600;10;0;2;4000000000;113516
47;600;10;0;2;4000000000;91815
48;600;10;0;2;4000000000;85138
49;600;10;0;2;4000000000;123500
