Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;5;15000000000;178185
1;200;10;0;5;15000000000;176006
2;200;10;0;5;15000000000;192456
3;200;10;0;5;15000000000;177901
4;200;10;0;5;15000000000;181530
5;200;10;0;5;15000000000;199827
6;200;10;0;5;15000000000;179247
7;200;10;0;5;15000000000;177170
8;200;10;0;5;15000000000;186830
9;200;10;0;5;15000000000;178259
10;200;10;0;5;15000000000;171455
11;200;10;0;5;15000000000;231722
12;200;10;0;5;15000000000;180718
13;200;10;0;5;15000000000;173477
14;200;10;0;5;15000000000;172755
15;200;10;0;5;15000000000;175688
16;200;10;0;5;15000000000;174715
17;200;10;0;5;15000000000;174921
18;200;10;0;5;15000000000;180375
19;200;10;0;5;15000000000;174036
20;200;10;0;5;15000000000;170472
21;200;10;0;5;15000000000;183742
22;200;10;0;5;15000000000;171368
23;200;10;0;5;15000000000;174255
24;200;10;0;5;15000000000;178791
25;200;10;0;5;15000000000;170057
26;200;10;0;5;15000000000;172133
27;200;10;0;5;15000000000;179998
28;200;10;0;5;15000000000;175195
29;200;10;0;5;15000000000;169194
30;200;10;0;5;15000000000;174024
31;200;10;0;5;15000000000;171257
32;200;10;0;5;15000000000;170199
33;200;10;0;5;15000000000;177998
34;200;10;0;5;15000000000;172320
35;200;10;0;5;15000000000;168100
36;200;10;0;5;15000000000;195701
37;200;10;0;5;15000000000;175787
38;200;10;0;5;15000000000;174890
39;200;10;0;5;15000000000;193236
40;200;10;0;5;15000000000;179460
41;200;10;0;5;15000000000;170064
42;200;10;0;5;15000000000;240041
43;200;10;0;5;15000000000;177972
44;200;10;0;5;15000000000;172628
45;200;10;0;5;15000000000;174701
46;200;10;0;5;15000000000;177491
47;200;10;0;5;15000000000;171444
48;200;10;0;5;15000000000;171218
49;200;10;0;5;15000000000;180435
