Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;5;13000000000;205614
1;800;10;0;5;13000000000;208553
2;800;10;0;5;13000000000;227259
3;800;10;0;5;13000000000;196806
4;800;10;0;5;13000000000;182012
5;800;10;0;5;13000000000;180227
6;800;10;0;5;13000000000;183074
7;800;10;0;5;13000000000;176866
8;800;10;0;5;13000000000;189068
9;800;10;0;5;13000000000;185589
10;800;10;0;5;13000000000;180997
11;800;10;0;5;13000000000;178179
12;800;10;0;5;13000000000;190173
13;800;10;0;5;13000000000;180879
14;800;10;0;5;13000000000;184584
15;800;10;0;5;13000000000;189936
16;800;10;0;5;13000000000;180942
17;800;10;0;5;13000000000;180019
18;800;10;0;5;13000000000;189403
19;800;10;0;5;13000000000;182095
20;800;10;0;5;13000000000;181235
21;800;10;0;5;13000000000;189099
22;800;10;0;5;13000000000;174795
23;800;10;0;5;13000000000;177920
24;800;10;0;5;13000000000;186844
25;800;10;0;5;13000000000;178863
26;800;10;0;5;13000000000;179599
27;800;10;0;5;13000000000;187025
28;800;10;0;5;13000000000;183654
29;800;10;0;5;13000000000;181992
30;800;10;0;5;13000000000;180682
31;800;10;0;5;13000000000;183132
32;800;10;0;5;13000000000;182236
33;800;10;0;5;13000000000;182748
34;800;10;0;5;13000000000;177648
35;800;10;0;5;13000000000;180513
36;800;10;0;5;13000000000;191252
37;800;10;0;5;13000000000;174695
38;800;10;0;5;13000000000;181192
39;800;10;0;5;13000000000;189562
40;800;10;0;5;13000000000;173702
41;800;10;0;5;13000000000;181659
42;800;10;0;5;13000000000;185843
43;800;10;0;5;13000000000;176115
44;800;10;0;5;13000000000;181110
45;800;10;0;5;13000000000;178320
46;800;10;0;5;13000000000;190403
47;800;10;0;5;13000000000;175443
48;800;10;0;5;13000000000;184334
49;800;10;0;5;13000000000;188641
