Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;5;4000000000;288516
1;600;10;0;5;4000000000;233757
2;600;10;0;5;4000000000;266662
3;600;10;0;5;4000000000;243217
4;600;10;0;5;4000000000;200691
5;600;10;0;5;4000000000;246920
6;600;10;0;5;4000000000;116373
7;600;10;0;5;4000000000;191095
8;600;10;0;5;4000000000;162441
9;600;10;0;5;4000000000;137063
10;600;10;0;5;4000000000;235541
11;600;10;0;5;4000000000;137183
12;600;10;0;5;4000000000;196236
13;600;10;0;5;4000000000;153436
14;600;10;0;5;4000000000;124316
15;600;10;0;5;4000000000;191342
16;600;10;0;5;4000000000;190254
17;600;10;0;5;4000000000;111912
18;600;10;0;5;4000000000;199281
19;600;10;0;5;4000000000;122742
20;600;10;0;5;4000000000;96335
21;600;10;0;5;4000000000;148409
22;600;10;0;5;4000000000;162111
23;600;10;0;5;4000000000;103877
24;600;10;0;5;4000000000;151535
25;600;10;0;5;4000000000;192456
26;600;10;0;5;4000000000;111992
27;600;10;0;5;4000000000;164891
28;600;10;0;5;4000000000;129254
29;600;10;0;5;4000000000;124147
30;600;10;0;5;4000000000;162247
31;600;10;0;5;4000000000;105665
32;600;10;0;5;4000000000;174015
33;600;10;0;5;4000000000;164997
34;600;10;0;5;4000000000;108506
35;600;10;0;5;4000000000;148266
36;600;10;0;5;4000000000;131202
37;600;10;0;5;4000000000;173129
38;600;10;0;5;4000000000;102929
39;600;10;0;5;4000000000;152214
40;600;10;0;5;4000000000;210653
41;600;10;0;5;4000000000;112750
42;600;10;0;5;4000000000;106485
43;600;10;0;5;4000000000;226214
44;600;10;0;5;4000000000;123784
45;600;10;0;5;4000000000;113950
46;600;10;0;5;4000000000;172850
47;600;10;0;5;4000000000;168158
48;600;10;0;5;4000000000;105306
49;600;10;0;5;4000000000;164083
