Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;3;3000000000;226252
1;600;10;0;3;3000000000;235007
2;600;10;0;3;3000000000;218025
3;600;10;0;3;3000000000;210315
4;600;10;0;3;3000000000;209885
5;600;10;0;3;3000000000;188501
6;600;10;0;3;3000000000;136769
7;600;10;0;3;3000000000;100802
8;600;10;0;3;3000000000;112205
9;600;10;0;3;3000000000;95645
10;600;10;0;3;3000000000;138153
11;600;10;0;3;3000000000;116146
12;600;10;0;3;3000000000;119569
13;600;10;0;3;3000000000;156851
14;600;10;0;3;3000000000;146175
15;600;10;0;3;3000000000;168315
16;600;10;0;3;3000000000;95029
17;600;10;0;3;3000000000;91070
18;600;10;0;3;3000000000;162625
19;600;10;0;3;3000000000;97659
20;600;10;0;3;3000000000;90352
21;600;10;0;3;3000000000;162588
22;600;10;0;3;3000000000;106585
23;600;10;0;3;3000000000;96002
24;600;10;0;3;3000000000;136384
25;600;10;0;3;3000000000;136931
26;600;10;0;3;3000000000;92953
27;600;10;0;3;3000000000;137892
28;600;10;0;3;3000000000;138280
29;600;10;0;3;3000000000;93721
30;600;10;0;3;3000000000;130304
31;600;10;0;3;3000000000;125163
32;600;10;0;3;3000000000;102254
33;600;10;0;3;3000000000;183699
34;600;10;0;3;3000000000;97852
35;600;10;0;3;3000000000;132598
36;600;10;0;3;3000000000;129830
37;600;10;0;3;3000000000;97073
38;600;10;0;3;3000000000;128772
39;600;10;0;3;3000000000;114310
40;600;10;0;3;3000000000;134260
41;600;10;0;3;3000000000;126509
42;600;10;0;3;3000000000;126764
43;600;10;0;3;3000000000;169875
44;600;10;0;3;3000000000;96655
45;600;10;0;3;3000000000;93352
46;600;10;0;3;3000000000;145120
47;600;10;0;3;3000000000;104683
48;600;10;0;3;3000000000;89673
49;600;10;0;3;3000000000;126591
