Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;6;8000000000;254215
1;800;10;0;6;8000000000;118205
2;800;10;0;6;8000000000;259984
3;800;10;0;6;8000000000;261267
4;800;10;0;6;8000000000;169668
5;800;10;0;6;8000000000;261431
6;800;10;0;6;8000000000;250802
7;800;10;0;6;8000000000;280110
8;800;10;0;6;8000000000;263512
9;800;10;0;6;8000000000;118757
10;800;10;0;6;8000000000;271759
11;800;10;0;6;8000000000;297902
12;800;10;0;6;8000000000;240404
13;800;10;0;6;8000000000;125116
14;800;10;0;6;8000000000;173859
15;800;10;0;6;8000000000;279396
16;800;10;0;6;8000000000;133713
17;800;10;0;6;8000000000;102414
18;800;10;0;6;8000000000;279481
19;800;10;0;6;8000000000;133161
20;800;10;0;6;8000000000;108056
21;800;10;0;6;8000000000;260401
22;800;10;0;6;8000000000;149176
23;800;10;0;6;8000000000;225940
24;800;10;0;6;8000000000;251634
25;800;10;0;6;8000000000;159253
26;800;10;0;6;8000000000;104027
27;800;10;0;6;8000000000;224763
28;800;10;0;6;8000000000;117552
29;800;10;0;6;8000000000;110824
30;800;10;0;6;8000000000;204873
31;800;10;0;6;8000000000;101500
32;800;10;0;6;8000000000;107106
33;800;10;0;6;8000000000;225815
34;800;10;0;6;8000000000;112155
35;800;10;0;6;8000000000;191807
36;800;10;0;6;8000000000;174106
37;800;10;0;6;8000000000;142647
38;800;10;0;6;8000000000;96259
39;800;10;0;6;8000000000;138093
40;800;10;0;6;8000000000;151105
41;800;10;0;6;8000000000;97727
42;800;10;0;6;8000000000;102192
43;800;10;0;6;8000000000;206596
44;800;10;0;6;8000000000;101591
45;800;10;0;6;8000000000;102338
46;800;10;0;6;8000000000;157298
47;800;10;0;6;8000000000;98044
48;800;10;0;6;8000000000;85838
49;800;10;0;6;8000000000;181049
