Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;2;5000000000;202942
1;1000;10;0;2;5000000000;171719
2;1000;10;0;2;5000000000;169843
3;1000;10;0;2;5000000000;167260
4;1000;10;0;2;5000000000;98482
5;1000;10;0;2;5000000000;154520
6;1000;10;0;2;5000000000;98011
7;1000;10;0;2;5000000000;88657
8;1000;10;0;2;5000000000;119477
9;1000;10;0;2;5000000000;94172
10;1000;10;0;2;5000000000;86767
11;1000;10;0;2;5000000000;112738
12;1000;10;0;2;5000000000;95150
13;1000;10;0;2;5000000000;93811
14;1000;10;0;2;5000000000;119226
15;1000;10;0;2;5000000000;124944
16;1000;10;0;2;5000000000;95629
17;1000;10;0;2;5000000000;89151
18;1000;10;0;2;5000000000;124261
19;1000;10;0;2;5000000000;89829
20;1000;10;0;2;5000000000;87661
21;1000;10;0;2;5000000000;135340
22;1000;10;0;2;5000000000;88274
23;1000;10;0;2;5000000000;89983
24;1000;10;0;2;5000000000;117019
25;1000;10;0;2;5000000000;91816
26;1000;10;0;2;5000000000;89637
27;1000;10;0;2;5000000000;124873
28;1000;10;0;2;5000000000;88842
29;1000;10;0;2;5000000000;88479
30;1000;10;0;2;5000000000;121623
31;1000;10;0;2;5000000000;92209
32;1000;10;0;2;5000000000;87192
33;1000;10;0;2;5000000000;119059
34;1000;10;0;2;5000000000;93297
35;1000;10;0;2;5000000000;89634
36;1000;10;0;2;5000000000;129938
37;1000;10;0;2;5000000000;111889
38;1000;10;0;2;5000000000;92279
39;1000;10;0;2;5000000000;106930
40;1000;10;0;2;5000000000;97534
41;1000;10;0;2;5000000000;109076
42;1000;10;0;2;5000000000;99516
43;1000;10;0;2;5000000000;131727
44;1000;10;0;2;5000000000;86451
45;1000;10;0;2;5000000000;91347
46;1000;10;0;2;5000000000;121364
47;1000;10;0;2;5000000000;87788
48;1000;10;0;2;5000000000;85155
49;1000;10;0;2;5000000000;115861
