Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;2;1000000000;192735
1;400;10;0;2;1000000000;165952
2;400;10;0;2;1000000000;174964
3;400;10;0;2;1000000000;163585
4;400;10;0;2;1000000000;84006
5;400;10;0;2;1000000000;107821
6;400;10;0;2;1000000000;82001
7;400;10;0;2;1000000000;96675
8;400;10;0;2;1000000000;88781
9;400;10;0;2;1000000000;85800
10;400;10;0;2;1000000000;163737
11;400;10;0;2;1000000000;167214
12;400;10;0;2;1000000000;166214
13;400;10;0;2;1000000000;161185
14;400;10;0;2;1000000000;172211
15;400;10;0;2;1000000000;165825
16;400;10;0;2;1000000000;151948
17;400;10;0;2;1000000000;151002
18;400;10;0;2;1000000000;161853
19;400;10;0;2;1000000000;148281
20;400;10;0;2;1000000000;142917
21;400;10;0;2;1000000000;154596
22;400;10;0;2;1000000000;154189
23;400;10;0;2;1000000000;140751
24;400;10;0;2;1000000000;135666
25;400;10;0;2;1000000000;155552
26;400;10;0;2;1000000000;148622
27;400;10;0;2;1000000000;162973
28;400;10;0;2;1000000000;165858
29;400;10;0;2;1000000000;165295
30;400;10;0;2;1000000000;162266
31;400;10;0;2;1000000000;159298
32;400;10;0;2;1000000000;168519
33;400;10;0;2;1000000000;165967
34;400;10;0;2;1000000000;161785
35;400;10;0;2;1000000000;160315
36;400;10;0;2;1000000000;165804
37;400;10;0;2;1000000000;167070
38;400;10;0;2;1000000000;167398
39;400;10;0;2;1000000000;163860
40;400;10;0;2;1000000000;168455
41;400;10;0;2;1000000000;163050
42;400;10;0;2;1000000000;164927
43;400;10;0;2;1000000000;279909
44;400;10;0;2;1000000000;164128
45;400;10;0;2;1000000000;170930
46;400;10;0;2;1000000000;163596
47;400;10;0;2;1000000000;166020
48;400;10;0;2;1000000000;161418
49;400;10;0;2;1000000000;159543
