Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;2;8000000000;189079
1;200;10;0;2;8000000000;179656
2;200;10;0;2;8000000000;230694
3;200;10;0;2;8000000000;170896
4;200;10;0;2;8000000000;167862
5;200;10;0;2;8000000000;170659
6;200;10;0;2;8000000000;168126
7;200;10;0;2;8000000000;167538
8;200;10;0;2;8000000000;180713
9;200;10;0;2;8000000000;169794
10;200;10;0;2;8000000000;163492
11;200;10;0;2;8000000000;220855
12;200;10;0;2;8000000000;173434
13;200;10;0;2;8000000000;165682
14;200;10;0;2;8000000000;175729
15;200;10;0;2;8000000000;170449
16;200;10;0;2;8000000000;169072
17;200;10;0;2;8000000000;165276
18;200;10;0;2;8000000000;173501
19;200;10;0;2;8000000000;162959
20;200;10;0;2;8000000000;163790
21;200;10;0;2;8000000000;171281
22;200;10;0;2;8000000000;165844
23;200;10;0;2;8000000000;164422
24;200;10;0;2;8000000000;173882
25;200;10;0;2;8000000000;164803
26;200;10;0;2;8000000000;161946
27;200;10;0;2;8000000000;169497
28;200;10;0;2;8000000000;163003
29;200;10;0;2;8000000000;161445
30;200;10;0;2;8000000000;170104
31;200;10;0;2;8000000000;162649
32;200;10;0;2;8000000000;164293
33;200;10;0;2;8000000000;165901
34;200;10;0;2;8000000000;163904
35;200;10;0;2;8000000000;162732
36;200;10;0;2;8000000000;205841
37;200;10;0;2;8000000000;165729
38;200;10;0;2;8000000000;168356
39;200;10;0;2;8000000000;174970
40;200;10;0;2;8000000000;173788
41;200;10;0;2;8000000000;163396
42;200;10;0;2;8000000000;228161
43;200;10;0;2;8000000000;173639
44;200;10;0;2;8000000000;167379
45;200;10;0;2;8000000000;161189
46;200;10;0;2;8000000000;175597
47;200;10;0;2;8000000000;166168
48;200;10;0;2;8000000000;164992
49;200;10;0;2;8000000000;173748
