Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;6;15000000000;167668
1;600;10;0;6;15000000000;188471
2;600;10;0;6;15000000000;189398
3;600;10;0;6;15000000000;184112
4;600;10;0;6;15000000000;182228
5;600;10;0;6;15000000000;174177
6;600;10;0;6;15000000000;185107
7;600;10;0;6;15000000000;203793
8;600;10;0;6;15000000000;186051
9;600;10;0;6;15000000000;175893
10;600;10;0;6;15000000000;181485
11;600;10;0;6;15000000000;181954
12;600;10;0;6;15000000000;185635
13;600;10;0;6;15000000000;177186
14;600;10;0;6;15000000000;178795
15;600;10;0;6;15000000000;186909
16;600;10;0;6;15000000000;177458
17;600;10;0;6;15000000000;180696
18;600;10;0;6;15000000000;192845
19;600;10;0;6;15000000000;181389
20;600;10;0;6;15000000000;181123
21;600;10;0;6;15000000000;184710
22;600;10;0;6;15000000000;178844
23;600;10;0;6;15000000000;180684
24;600;10;0;6;15000000000;183862
25;600;10;0;6;15000000000;179853
26;600;10;0;6;15000000000;181224
27;600;10;0;6;15000000000;183017
28;600;10;0;6;15000000000;179543
29;600;10;0;6;15000000000;179353
30;600;10;0;6;15000000000;183447
31;600;10;0;6;15000000000;182644
32;600;10;0;6;15000000000;180615
33;600;10;0;6;15000000000;181545
34;600;10;0;6;15000000000;182002
35;600;10;0;6;15000000000;180357
36;600;10;0;6;15000000000;229735
37;600;10;0;6;15000000000;181433
38;600;10;0;6;15000000000;179577
39;600;10;0;6;15000000000;199159
40;600;10;0;6;15000000000;178525
41;600;10;0;6;15000000000;178567
42;600;10;0;6;15000000000;222455
43;600;10;0;6;15000000000;178556
44;600;10;0;6;15000000000;181261
45;600;10;0;6;15000000000;1667501
46;600;10;0;6;15000000000;181717
47;600;10;0;6;15000000000;179740
48;600;10;0;6;15000000000;180087
49;600;10;0;6;15000000000;189713
