Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;5;4000000000;269025
1;10;10;0;5;4000000000;248038
2;10;10;0;5;4000000000;243431
3;10;10;0;5;4000000000;261419
4;10;10;0;5;4000000000;248210
5;10;10;0;5;4000000000;238196
6;10;10;0;5;4000000000;255735
7;10;10;0;5;4000000000;223390
8;10;10;0;5;4000000000;131691
9;10;10;0;5;4000000000;196007
10;10;10;0;5;4000000000;101189
11;10;10;0;5;4000000000;92150
12;10;10;0;5;4000000000;186012
13;10;10;0;5;4000000000;112459
14;10;10;0;5;4000000000;88031
15;10;10;0;5;4000000000;175412
16;10;10;0;5;4000000000;169838
17;10;10;0;5;4000000000;125086
18;10;10;0;5;4000000000;173353
19;10;10;0;5;4000000000;144081
20;10;10;0;5;4000000000;100624
21;10;10;0;5;4000000000;141523
22;10;10;0;5;4000000000;132312
23;10;10;0;5;4000000000;118223
24;10;10;0;5;4000000000;161558
25;10;10;0;5;4000000000;99789
26;10;10;0;5;4000000000;142798
27;10;10;0;5;4000000000;157659
28;10;10;0;5;4000000000;115204
29;10;10;0;5;4000000000;93253
30;10;10;0;5;4000000000;142068
31;10;10;0;5;4000000000;155958
32;10;10;0;5;4000000000;95913
33;10;10;0;5;4000000000;134898
34;10;10;0;5;4000000000;166277
35;10;10;0;5;4000000000;117601
36;10;10;0;5;4000000000;151179
37;10;10;0;5;4000000000;153699
38;10;10;0;5;4000000000;118219
39;10;10;0;5;4000000000;133839
40;10;10;0;5;4000000000;139092
41;10;10;0;5;4000000000;144475
42;10;10;0;5;4000000000;125100
43;10;10;0;5;4000000000;154483
44;10;10;0;5;4000000000;172037
45;10;10;0;5;4000000000;108638
46;10;10;0;5;4000000000;200454
47;10;10;0;5;4000000000;129178
48;10;10;0;5;4000000000;124235
49;10;10;0;5;4000000000;219803
