Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;1;1000000000;260753
1;400;10;0;1;1000000000;220754
2;400;10;0;1;1000000000;179157
3;400;10;0;1;1000000000;211951
4;400;10;0;1;1000000000;89875
5;400;10;0;1;1000000000;142899
6;400;10;0;1;1000000000;107187
7;400;10;0;1;1000000000;85291
8;400;10;0;1;1000000000;95350
9;400;10;0;1;1000000000;101965
10;400;10;0;1;1000000000;86537
11;400;10;0;1;1000000000;93879
12;400;10;0;1;1000000000;85490
13;400;10;0;1;1000000000;100009
14;400;10;0;1;1000000000;117658
15;400;10;0;1;1000000000;91999
16;400;10;0;1;1000000000;98236
17;400;10;0;1;1000000000;84129
18;400;10;0;1;1000000000;93280
19;400;10;0;1;1000000000;90613
20;400;10;0;1;1000000000;83990
21;400;10;0;1;1000000000;122161
22;400;10;0;1;1000000000;83363
23;400;10;0;1;1000000000;82899
24;400;10;0;1;1000000000;103718
25;400;10;0;1;1000000000;88372
26;400;10;0;1;1000000000;82276
27;400;10;0;1;1000000000;88943
28;400;10;0;1;1000000000;92862
29;400;10;0;1;1000000000;83843
30;400;10;0;1;1000000000;99707
31;400;10;0;1;1000000000;97734
32;400;10;0;1;1000000000;84470
33;400;10;0;1;1000000000;91906
34;400;10;0;1;1000000000;88886
35;400;10;0;1;1000000000;83176
36;400;10;0;1;1000000000;103567
37;400;10;0;1;1000000000;83106
38;400;10;0;1;1000000000;93624
39;400;10;0;1;1000000000;92859
40;400;10;0;1;1000000000;84426
41;400;10;0;1;1000000000;93025
42;400;10;0;1;1000000000;94854
43;400;10;0;1;1000000000;97430
44;400;10;0;1;1000000000;84779
45;400;10;0;1;1000000000;82833
46;400;10;0;1;1000000000;111486
47;400;10;0;1;1000000000;83020
48;400;10;0;1;1000000000;83046
49;400;10;0;1;1000000000;114739
