Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;3;10000000000;201801
1;100;10;0;3;10000000000;194493
2;100;10;0;3;10000000000;195797
3;100;10;0;3;10000000000;208066
4;100;10;0;3;10000000000;178894
5;100;10;0;3;10000000000;171856
6;100;10;0;3;10000000000;175376
7;100;10;0;3;10000000000;166640
8;100;10;0;3;10000000000;187450
9;100;10;0;3;10000000000;170990
10;100;10;0;3;10000000000;163674
11;100;10;0;3;10000000000;185120
12;100;10;0;3;10000000000;177903
13;100;10;0;3;10000000000;166952
14;100;10;0;3;10000000000;183454
15;100;10;0;3;10000000000;175005
16;100;10;0;3;10000000000;175678
17;100;10;0;3;10000000000;168460
18;100;10;0;3;10000000000;176153
19;100;10;0;3;10000000000;168979
20;100;10;0;3;10000000000;168914
21;100;10;0;3;10000000000;176666
22;100;10;0;3;10000000000;170114
23;100;10;0;3;10000000000;169798
24;100;10;0;3;10000000000;181656
25;100;10;0;3;10000000000;171338
26;100;10;0;3;10000000000;168491
27;100;10;0;3;10000000000;175114
28;100;10;0;3;10000000000;175077
29;100;10;0;3;10000000000;167070
30;100;10;0;3;10000000000;174171
31;100;10;0;3;10000000000;167266
32;100;10;0;3;10000000000;170503
33;100;10;0;3;10000000000;176451
34;100;10;0;3;10000000000;169984
35;100;10;0;3;10000000000;168176
36;100;10;0;3;10000000000;174052
37;100;10;0;3;10000000000;172568
38;100;10;0;3;10000000000;170349
39;100;10;0;3;10000000000;176023
40;100;10;0;3;10000000000;171312
41;100;10;0;3;10000000000;166849
42;100;10;0;3;10000000000;178375
43;100;10;0;3;10000000000;179661
44;100;10;0;3;10000000000;169011
45;100;10;0;3;10000000000;222653
46;100;10;0;3;10000000000;173826
47;100;10;0;3;10000000000;170325
48;100;10;0;3;10000000000;167832
49;100;10;0;3;10000000000;179860
