Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;3;5000000000;236727
1;1000;10;0;3;5000000000;174081
2;1000;10;0;3;5000000000;228459
3;1000;10;0;3;5000000000;182982
4;1000;10;0;3;5000000000;235045
5;1000;10;0;3;5000000000;178612
6;1000;10;0;3;5000000000;179541
7;1000;10;0;3;5000000000;177405
8;1000;10;0;3;5000000000;178478
9;1000;10;0;3;5000000000;173147
10;1000;10;0;3;5000000000;181168
11;1000;10;0;3;5000000000;180254
12;1000;10;0;3;5000000000;179555
13;1000;10;0;3;5000000000;177476
14;1000;10;0;3;5000000000;201102
15;1000;10;0;3;5000000000;173538
16;1000;10;0;3;5000000000;183074
17;1000;10;0;3;5000000000;178638
18;1000;10;0;3;5000000000;189548
19;1000;10;0;3;5000000000;174179
20;1000;10;0;3;5000000000;178336
21;1000;10;0;3;5000000000;170332
22;1000;10;0;3;5000000000;160342
23;1000;10;0;3;5000000000;160661
24;1000;10;0;3;5000000000;170855
25;1000;10;0;3;5000000000;165910
26;1000;10;0;3;5000000000;163182
27;1000;10;0;3;5000000000;163613
28;1000;10;0;3;5000000000;167244
29;1000;10;0;3;5000000000;162596
30;1000;10;0;3;5000000000;163106
31;1000;10;0;3;5000000000;165635
32;1000;10;0;3;5000000000;159974
33;1000;10;0;3;5000000000;160508
34;1000;10;0;3;5000000000;189345
35;1000;10;0;3;5000000000;165521
36;1000;10;0;3;5000000000;165671
37;1000;10;0;3;5000000000;162733
38;1000;10;0;3;5000000000;166398
39;1000;10;0;3;5000000000;164215
40;1000;10;0;3;5000000000;165034
41;1000;10;0;3;5000000000;162205
42;1000;10;0;3;5000000000;167997
43;1000;10;0;3;5000000000;166325
44;1000;10;0;3;5000000000;166901
45;1000;10;0;3;5000000000;167202
46;1000;10;0;3;5000000000;178562
47;1000;10;0;3;5000000000;160209
48;1000;10;0;3;5000000000;176263
49;1000;10;0;3;5000000000;165635
