Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;2;15000000000;177870
1;10;10;0;2;15000000000;176659
2;10;10;0;2;15000000000;268881
3;10;10;0;2;15000000000;102594
4;10;10;0;2;15000000000;144066
5;10;10;0;2;15000000000;81958
6;10;10;0;2;15000000000;82951
7;10;10;0;2;15000000000;111590
8;10;10;0;2;15000000000;82746
9;10;10;0;2;15000000000;78544
10;10;10;0;2;15000000000;115495
11;10;10;0;2;15000000000;81803
12;10;10;0;2;15000000000;82569
13;10;10;0;2;15000000000;121658
14;10;10;0;2;15000000000;87024
15;10;10;0;2;15000000000;80659
16;10;10;0;2;15000000000;115077
17;10;10;0;2;15000000000;82436
18;10;10;0;2;15000000000;81888
19;10;10;0;2;15000000000;132925
20;10;10;0;2;15000000000;82043
21;10;10;0;2;15000000000;82787
22;10;10;0;2;15000000000;106504
23;10;10;0;2;15000000000;81494
24;10;10;0;2;15000000000;79125
25;10;10;0;2;15000000000;106753
26;10;10;0;2;15000000000;82008
27;10;10;0;2;15000000000;80824
28;10;10;0;2;15000000000;80919
29;10;10;0;2;15000000000;101887
30;10;10;0;2;15000000000;79246
31;10;10;0;2;15000000000;81008
32;10;10;0;2;15000000000;112766
33;10;10;0;2;15000000000;81163
34;10;10;0;2;15000000000;79196
35;10;10;0;2;15000000000;109712
36;10;10;0;2;15000000000;81559
37;10;10;0;2;15000000000;80662
38;10;10;0;2;15000000000;199779
39;10;10;0;2;15000000000;81626
40;10;10;0;2;15000000000;79474
41;10;10;0;2;15000000000;107739
42;10;10;0;2;15000000000;82041
43;10;10;0;2;15000000000;81253
44;10;10;0;2;15000000000;117483
45;10;10;0;2;15000000000;82395
46;10;10;0;2;15000000000;79196
47;10;10;0;2;15000000000;108533
48;10;10;0;2;15000000000;80097
49;10;10;0;2;15000000000;80523
