Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;4;5000000000;275554
1;1000;10;0;4;5000000000;261981
2;1000;10;0;4;5000000000;285580
3;1000;10;0;4;5000000000;252928
4;1000;10;0;4;5000000000;287973
5;1000;10;0;4;5000000000;227106
6;1000;10;0;4;5000000000;196045
7;1000;10;0;4;5000000000;156136
8;1000;10;0;4;5000000000;135862
9;1000;10;0;4;5000000000;156657
10;1000;10;0;4;5000000000;97641
11;1000;10;0;4;5000000000;133797
12;1000;10;0;4;5000000000;177136
13;1000;10;0;4;5000000000;107442
14;1000;10;0;4;5000000000;110467
15;1000;10;0;4;5000000000;162935
16;1000;10;0;4;5000000000;159633
17;1000;10;0;4;5000000000;151680
18;1000;10;0;4;5000000000;204715
19;1000;10;0;4;5000000000;159315
20;1000;10;0;4;5000000000;111430
21;1000;10;0;4;5000000000;183958
22;1000;10;0;4;5000000000;147615
23;1000;10;0;4;5000000000;104387
24;1000;10;0;4;5000000000;170018
25;1000;10;0;4;5000000000;152574
26;1000;10;0;4;5000000000;123778
27;1000;10;0;4;5000000000;171662
28;1000;10;0;4;5000000000;107217
29;1000;10;0;4;5000000000;161946
30;1000;10;0;4;5000000000;205810
31;1000;10;0;4;5000000000;120888
32;1000;10;0;4;5000000000;111802
33;1000;10;0;4;5000000000;159424
34;1000;10;0;4;5000000000;172429
35;1000;10;0;4;5000000000;106691
36;1000;10;0;4;5000000000;154383
37;1000;10;0;4;5000000000;171195
38;1000;10;0;4;5000000000;122511
39;1000;10;0;4;5000000000;147784
40;1000;10;0;4;5000000000;173615
41;1000;10;0;4;5000000000;115874
42;1000;10;0;4;5000000000;131214
43;1000;10;0;4;5000000000;121994
44;1000;10;0;4;5000000000;165433
45;1000;10;0;4;5000000000;126113
46;1000;10;0;4;5000000000;168060
47;1000;10;0;4;5000000000;223841
48;1000;10;0;4;5000000000;139737
49;1000;10;0;4;5000000000;187827
