Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;3;4000000000;236694
1;200;10;0;3;4000000000;221103
2;200;10;0;3;4000000000;208700
3;200;10;0;3;4000000000;223168
4;200;10;0;3;4000000000;190053
5;200;10;0;3;4000000000;234554
6;200;10;0;3;4000000000;180847
7;200;10;0;3;4000000000;172927
8;200;10;0;3;4000000000;187507
9;200;10;0;3;4000000000;182811
10;200;10;0;3;4000000000;170109
11;200;10;0;3;4000000000;182556
12;200;10;0;3;4000000000;187012
13;200;10;0;3;4000000000;171237
14;200;10;0;3;4000000000;178495
15;200;10;0;3;4000000000;176137
16;200;10;0;3;4000000000;138224
17;200;10;0;3;4000000000;125061
18;200;10;0;3;4000000000;145781
19;200;10;0;3;4000000000;150875
20;200;10;0;3;4000000000;117837
21;200;10;0;3;4000000000;148791
22;200;10;0;3;4000000000;143157
23;200;10;0;3;4000000000;124338
24;200;10;0;3;4000000000;147003
25;200;10;0;3;4000000000;142401
26;200;10;0;3;4000000000;126761
27;200;10;0;3;4000000000;160679
28;200;10;0;3;4000000000;146549
29;200;10;0;3;4000000000;129687
30;200;10;0;3;4000000000;159428
31;200;10;0;3;4000000000;131960
32;200;10;0;3;4000000000;128085
33;200;10;0;3;4000000000;148424
34;200;10;0;3;4000000000;148451
35;200;10;0;3;4000000000;120238
36;200;10;0;3;4000000000;140705
37;200;10;0;3;4000000000;151213
38;200;10;0;3;4000000000;118832
39;200;10;0;3;4000000000;151615
40;200;10;0;3;4000000000;146526
41;200;10;0;3;4000000000;131976
42;200;10;0;3;4000000000;147697
43;200;10;0;3;4000000000;127436
44;200;10;0;3;4000000000;146289
45;200;10;0;3;4000000000;140634
46;200;10;0;3;4000000000;141498
47;200;10;0;3;4000000000;148963
48;200;10;0;3;4000000000;119843
49;200;10;0;3;4000000000;157849
