Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;3;13000000000;180918
1;100;10;0;3;13000000000;187446
2;100;10;0;3;13000000000;185204
3;100;10;0;3;13000000000;171584
4;100;10;0;3;13000000000;163967
5;100;10;0;3;13000000000;164611
6;100;10;0;3;13000000000;165723
7;100;10;0;3;13000000000;165123
8;100;10;0;3;13000000000;199136
9;100;10;0;3;13000000000;164063
10;100;10;0;3;13000000000;118117
11;100;10;0;3;13000000000;115025
12;100;10;0;3;13000000000;121730
13;100;10;0;3;13000000000;165130
14;100;10;0;3;13000000000;191311
15;100;10;0;3;13000000000;168096
16;100;10;0;3;13000000000;157409
17;100;10;0;3;13000000000;161620
18;100;10;0;3;13000000000;170660
19;100;10;0;3;13000000000;160604
20;100;10;0;3;13000000000;159297
21;100;10;0;3;13000000000;167836
22;100;10;0;3;13000000000;159619
23;100;10;0;3;13000000000;155375
24;100;10;0;3;13000000000;154707
25;100;10;0;3;13000000000;139173
26;100;10;0;3;13000000000;161254
27;100;10;0;3;13000000000;169918
28;100;10;0;3;13000000000;167847
29;100;10;0;3;13000000000;164328
30;100;10;0;3;13000000000;168114
31;100;10;0;3;13000000000;164256
32;100;10;0;3;13000000000;164388
33;100;10;0;3;13000000000;174858
34;100;10;0;3;13000000000;163561
35;100;10;0;3;13000000000;171223
36;100;10;0;3;13000000000;169926
37;100;10;0;3;13000000000;174577
38;100;10;0;3;13000000000;167444
39;100;10;0;3;13000000000;202001
40;100;10;0;3;13000000000;171567
41;100;10;0;3;13000000000;162371
42;100;10;0;3;13000000000;179465
43;100;10;0;3;13000000000;173183
44;100;10;0;3;13000000000;168440
45;100;10;0;3;13000000000;215938
46;100;10;0;3;13000000000;172210
47;100;10;0;3;13000000000;167901
48;100;10;0;3;13000000000;163383
49;100;10;0;3;13000000000;178997
