Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;2;13000000000;223886
1;10;10;0;2;13000000000;227460
2;10;10;0;2;13000000000;238229
3;10;10;0;2;13000000000;184635
4;10;10;0;2;13000000000;165188
5;10;10;0;2;13000000000;135873
6;10;10;0;2;13000000000;93927
7;10;10;0;2;13000000000;93160
8;10;10;0;2;13000000000;106114
9;10;10;0;2;13000000000;118726
10;10;10;0;2;13000000000;86817
11;10;10;0;2;13000000000;89799
12;10;10;0;2;13000000000;134190
13;10;10;0;2;13000000000;93028
14;10;10;0;2;13000000000;99886
15;10;10;0;2;13000000000;153412
16;10;10;0;2;13000000000;93005
17;10;10;0;2;13000000000;86442
18;10;10;0;2;13000000000;136650
19;10;10;0;2;13000000000;96047
20;10;10;0;2;13000000000;89156
21;10;10;0;2;13000000000;113364
22;10;10;0;2;13000000000;118432
23;10;10;0;2;13000000000;90837
24;10;10;0;2;13000000000;131605
25;10;10;0;2;13000000000;100781
26;10;10;0;2;13000000000;93607
27;10;10;0;2;13000000000;111947
28;10;10;0;2;13000000000;105313
29;10;10;0;2;13000000000;91480
30;10;10;0;2;13000000000;134941
31;10;10;0;2;13000000000;112029
32;10;10;0;2;13000000000;121709
33;10;10;0;2;13000000000;163595
34;10;10;0;2;13000000000;118058
35;10;10;0;2;13000000000;117013
36;10;10;0;2;13000000000;137837
37;10;10;0;2;13000000000;144702
38;10;10;0;2;13000000000;108767
39;10;10;0;2;13000000000;149542
40;10;10;0;2;13000000000;143222
41;10;10;0;2;13000000000;104401
42;10;10;0;2;13000000000;123497
43;10;10;0;2;13000000000;135462
44;10;10;0;2;13000000000;97255
45;10;10;0;2;13000000000;117269
46;10;10;0;2;13000000000;120023
47;10;10;0;2;13000000000;129695
48;10;10;0;2;13000000000;100904
49;10;10;0;2;13000000000;156958
