Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;2;15000000000;186762
1;200;10;0;2;15000000000;179703
2;200;10;0;2;15000000000;225012
3;200;10;0;2;15000000000;174096
4;200;10;0;2;15000000000;162739
5;200;10;0;2;15000000000;186421
6;200;10;0;2;15000000000;171591
7;200;10;0;2;15000000000;169437
8;200;10;0;2;15000000000;181575
9;200;10;0;2;15000000000;171498
10;200;10;0;2;15000000000;160941
11;200;10;0;2;15000000000;218724
12;200;10;0;2;15000000000;172618
13;200;10;0;2;15000000000;174755
14;200;10;0;2;15000000000;167993
15;200;10;0;2;15000000000;173401
16;200;10;0;2;15000000000;145172
17;200;10;0;2;15000000000;163163
18;200;10;0;2;15000000000;171390
19;200;10;0;2;15000000000;162474
20;200;10;0;2;15000000000;159804
21;200;10;0;2;15000000000;171684
22;200;10;0;2;15000000000;164575
23;200;10;0;2;15000000000;162369
24;200;10;0;2;15000000000;202325
25;200;10;0;2;15000000000;170079
26;200;10;0;2;15000000000;161573
27;200;10;0;2;15000000000;252545
28;200;10;0;2;15000000000;164762
29;200;10;0;2;15000000000;163470
30;200;10;0;2;15000000000;164199
31;200;10;0;2;15000000000;163590
32;200;10;0;2;15000000000;160318
33;200;10;0;2;15000000000;170034
34;200;10;0;2;15000000000;161504
35;200;10;0;2;15000000000;182984
36;200;10;0;2;15000000000;177308
37;200;10;0;2;15000000000;205347
38;200;10;0;2;15000000000;94318
39;200;10;0;2;15000000000;120927
40;200;10;0;2;15000000000;162235
41;200;10;0;2;15000000000;96681
42;200;10;0;2;15000000000;97429
43;200;10;0;2;15000000000;170153
44;200;10;0;2;15000000000;102300
45;200;10;0;2;15000000000;91118
46;200;10;0;2;15000000000;179539
47;200;10;0;2;15000000000;99849
48;200;10;0;2;15000000000;86604
49;200;10;0;2;15000000000;172324
