Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;5;15000000000;2399648
1;800;10;0;5;15000000000;180718
2;800;10;0;5;15000000000;196215
3;800;10;0;5;15000000000;180783
4;800;10;0;5;15000000000;189284
5;800;10;0;5;15000000000;187075
6;800;10;0;5;15000000000;214885
7;800;10;0;5;15000000000;174797
8;800;10;0;5;15000000000;184882
9;800;10;0;5;15000000000;181994
10;800;10;0;5;15000000000;179478
11;800;10;0;5;15000000000;183565
12;800;10;0;5;15000000000;185485
13;800;10;0;5;15000000000;177806
14;800;10;0;5;15000000000;212811
15;800;10;0;5;15000000000;184163
16;800;10;0;5;15000000000;187454
17;800;10;0;5;15000000000;187893
18;800;10;0;5;15000000000;208644
19;800;10;0;5;15000000000;178828
20;800;10;0;5;15000000000;180624
21;800;10;0;5;15000000000;183061
22;800;10;0;5;15000000000;183660
23;800;10;0;5;15000000000;177999
24;800;10;0;5;15000000000;183686
25;800;10;0;5;15000000000;178712
26;800;10;0;5;15000000000;179871
27;800;10;0;5;15000000000;184244
28;800;10;0;5;15000000000;176609
29;800;10;0;5;15000000000;179821
30;800;10;0;5;15000000000;186906
31;800;10;0;5;15000000000;178752
32;800;10;0;5;15000000000;179755
33;800;10;0;5;15000000000;178897
34;800;10;0;5;15000000000;180936
35;800;10;0;5;15000000000;178117
36;800;10;0;5;15000000000;201417
37;800;10;0;5;15000000000;180244
38;800;10;0;5;15000000000;182524
39;800;10;0;5;15000000000;181927
40;800;10;0;5;15000000000;183927
41;800;10;0;5;15000000000;181304
42;800;10;0;5;15000000000;193548
43;800;10;0;5;15000000000;183377
44;800;10;0;5;15000000000;180925
45;800;10;0;5;15000000000;177986
46;800;10;0;5;15000000000;186152
47;800;10;0;5;15000000000;180710
48;800;10;0;5;15000000000;180898
49;800;10;0;5;15000000000;181634
