Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;5;13000000000;191477
1;1000;10;0;5;13000000000;192137
2;1000;10;0;5;13000000000;205162
3;1000;10;0;5;13000000000;200279
4;1000;10;0;5;13000000000;201332
5;1000;10;0;5;13000000000;187368
6;1000;10;0;5;13000000000;182784
7;1000;10;0;5;13000000000;177727
8;1000;10;0;5;13000000000;192477
9;1000;10;0;5;13000000000;179708
10;1000;10;0;5;13000000000;175104
11;1000;10;0;5;13000000000;180009
12;1000;10;0;5;13000000000;189579
13;1000;10;0;5;13000000000;178303
14;1000;10;0;5;13000000000;181358
15;1000;10;0;5;13000000000;186504
16;1000;10;0;5;13000000000;190768
17;1000;10;0;5;13000000000;181187
18;1000;10;0;5;13000000000;188616
19;1000;10;0;5;13000000000;184034
20;1000;10;0;5;13000000000;185500
21;1000;10;0;5;13000000000;186988
22;1000;10;0;5;13000000000;181901
23;1000;10;0;5;13000000000;182954
24;1000;10;0;5;13000000000;184408
25;1000;10;0;5;13000000000;178034
26;1000;10;0;5;13000000000;184136
27;1000;10;0;5;13000000000;183394
28;1000;10;0;5;13000000000;184131
29;1000;10;0;5;13000000000;179601
30;1000;10;0;5;13000000000;180633
31;1000;10;0;5;13000000000;180925
32;1000;10;0;5;13000000000;181333
33;1000;10;0;5;13000000000;185746
34;1000;10;0;5;13000000000;180067
35;1000;10;0;5;13000000000;180705
36;1000;10;0;5;13000000000;184472
37;1000;10;0;5;13000000000;181859
38;1000;10;0;5;13000000000;178134
39;1000;10;0;5;13000000000;179533
40;1000;10;0;5;13000000000;180254
41;1000;10;0;5;13000000000;322306
42;1000;10;0;5;13000000000;179185
43;1000;10;0;5;13000000000;182489
44;1000;10;0;5;13000000000;175169
45;1000;10;0;5;13000000000;180069
46;1000;10;0;5;13000000000;180694
47;1000;10;0;5;13000000000;174181
48;1000;10;0;5;13000000000;178411
49;1000;10;0;5;13000000000;186144
