Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;4;4000000000;229860
1;400;10;0;4;4000000000;231476
2;400;10;0;4;4000000000;251224
3;400;10;0;4;4000000000;284815
4;400;10;0;4;4000000000;271905
5;400;10;0;4;4000000000;270777
6;400;10;0;4;4000000000;245938
7;400;10;0;4;4000000000;108052
8;400;10;0;4;4000000000;182364
9;400;10;0;4;4000000000;130047
10;400;10;0;4;4000000000;105279
11;400;10;0;4;4000000000;143787
12;400;10;0;4;4000000000;196151
13;400;10;0;4;4000000000;116757
14;400;10;0;4;4000000000;112407
15;400;10;0;4;4000000000;209195
16;400;10;0;4;4000000000;138237
17;400;10;0;4;4000000000;130505
18;400;10;0;4;4000000000;197264
19;400;10;0;4;4000000000;99607
20;400;10;0;4;4000000000;103385
21;400;10;0;4;4000000000;193101
22;400;10;0;4;4000000000;99592
23;400;10;0;4;4000000000;93380
24;400;10;0;4;4000000000;147312
25;400;10;0;4;4000000000;152216
26;400;10;0;4;4000000000;113569
27;400;10;0;4;4000000000;217654
28;400;10;0;4;4000000000;116465
29;400;10;0;4;4000000000;98815
30;400;10;0;4;4000000000;197726
31;400;10;0;4;4000000000;114849
32;400;10;0;4;4000000000;101885
33;400;10;0;4;4000000000;198875
34;400;10;0;4;4000000000;100083
35;400;10;0;4;4000000000;111620
36;400;10;0;4;4000000000;197983
37;400;10;0;4;4000000000;102340
38;400;10;0;4;4000000000;113923
39;400;10;0;4;4000000000;135961
40;400;10;0;4;4000000000;114498
41;400;10;0;4;4000000000;144315
42;400;10;0;4;4000000000;132377
43;400;10;0;4;4000000000;187662
44;400;10;0;4;4000000000;104427
45;400;10;0;4;4000000000;108860
46;400;10;0;4;4000000000;215364
47;400;10;0;4;4000000000;106252
48;400;10;0;4;4000000000;98013
49;400;10;0;4;4000000000;183641
