Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;6;5000000000;271108
1;600;10;0;6;5000000000;280860
2;600;10;0;6;5000000000;252803
3;600;10;0;6;5000000000;247795
4;600;10;0;6;5000000000;259078
5;600;10;0;6;5000000000;245327
6;600;10;0;6;5000000000;281566
7;600;10;0;6;5000000000;259364
8;600;10;0;6;5000000000;158641
9;600;10;0;6;5000000000;191581
10;600;10;0;6;5000000000;238637
11;600;10;0;6;5000000000;149627
12;600;10;0;6;5000000000;209876
13;600;10;0;6;5000000000;213884
14;600;10;0;6;5000000000;121581
15;600;10;0;6;5000000000;212938
16;600;10;0;6;5000000000;185047
17;600;10;0;6;5000000000;142815
18;600;10;0;6;5000000000;281176
19;600;10;0;6;5000000000;137724
20;600;10;0;6;5000000000;107669
21;600;10;0;6;5000000000;242906
22;600;10;0;6;5000000000;140228
23;600;10;0;6;5000000000;105007
24;600;10;0;6;5000000000;176730
25;600;10;0;6;5000000000;169579
26;600;10;0;6;5000000000;106467
27;600;10;0;6;5000000000;167360
28;600;10;0;6;5000000000;197866
29;600;10;0;6;5000000000;133708
30;600;10;0;6;5000000000;208715
31;600;10;0;6;5000000000;212926
32;600;10;0;6;5000000000;151333
33;600;10;0;6;5000000000;155956
34;600;10;0;6;5000000000;118760
35;600;10;0;6;5000000000;173140
36;600;10;0;6;5000000000;186156
37;600;10;0;6;5000000000;228964
38;600;10;0;6;5000000000;224843
39;600;10;0;6;5000000000;175763
40;600;10;0;6;5000000000;193039
41;600;10;0;6;5000000000;178878
42;600;10;0;6;5000000000;136737
43;600;10;0;6;5000000000;243346
44;600;10;0;6;5000000000;122176
45;600;10;0;6;5000000000;107759
46;600;10;0;6;5000000000;246366
47;600;10;0;6;5000000000;145780
48;600;10;0;6;5000000000;104733
49;600;10;0;6;5000000000;199428
