Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;1;8000000000;186106
1;1000;10;0;1;8000000000;172706
2;1000;10;0;1;8000000000;190167
3;1000;10;0;1;8000000000;174167
4;1000;10;0;1;8000000000;225909
5;1000;10;0;1;8000000000;211999
6;1000;10;0;1;8000000000;228793
7;1000;10;0;1;8000000000;158426
8;1000;10;0;1;8000000000;196530
9;1000;10;0;1;8000000000;162083
10;1000;10;0;1;8000000000;170527
11;1000;10;0;1;8000000000;199814
12;1000;10;0;1;8000000000;188053
13;1000;10;0;1;8000000000;158257
14;1000;10;0;1;8000000000;167329
15;1000;10;0;1;8000000000;169989
16;1000;10;0;1;8000000000;161111
17;1000;10;0;1;8000000000;158443
18;1000;10;0;1;8000000000;228418
19;1000;10;0;1;8000000000;151584
20;1000;10;0;1;8000000000;156944
21;1000;10;0;1;8000000000;170260
22;1000;10;0;1;8000000000;171680
23;1000;10;0;1;8000000000;154090
24;1000;10;0;1;8000000000;198280
25;1000;10;0;1;8000000000;159471
26;1000;10;0;1;8000000000;191754
27;1000;10;0;1;8000000000;164852
28;1000;10;0;1;8000000000;208275
29;1000;10;0;1;8000000000;156347
30;1000;10;0;1;8000000000;216731
31;1000;10;0;1;8000000000;159007
32;1000;10;0;1;8000000000;199267
33;1000;10;0;1;8000000000;164665
34;1000;10;0;1;8000000000;162239
35;1000;10;0;1;8000000000;153007
36;1000;10;0;1;8000000000;177374
37;1000;10;0;1;8000000000;159957
38;1000;10;0;1;8000000000;169780
39;1000;10;0;1;8000000000;174961
40;1000;10;0;1;8000000000;187429
41;1000;10;0;1;8000000000;155654
42;1000;10;0;1;8000000000;224775
43;1000;10;0;1;8000000000;168193
44;1000;10;0;1;8000000000;214431
45;1000;10;0;1;8000000000;157016
46;1000;10;0;1;8000000000;170022
47;1000;10;0;1;8000000000;157688
48;1000;10;0;1;8000000000;168514
49;1000;10;0;1;8000000000;168683
