Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;5;13000000000;201586
1;400;10;0;5;13000000000;213642
2;400;10;0;5;13000000000;203385
3;400;10;0;5;13000000000;198840
4;400;10;0;5;13000000000;181696
5;400;10;0;5;13000000000;206961
6;400;10;0;5;13000000000;183873
7;400;10;0;5;13000000000;181120
8;400;10;0;5;13000000000;199652
9;400;10;0;5;13000000000;182158
10;400;10;0;5;13000000000;180139
11;400;10;0;5;13000000000;184080
12;400;10;0;5;13000000000;186833
13;400;10;0;5;13000000000;178356
14;400;10;0;5;13000000000;186302
15;400;10;0;5;13000000000;180204
16;400;10;0;5;13000000000;172218
17;400;10;0;5;13000000000;170276
18;400;10;0;5;13000000000;190766
19;400;10;0;5;13000000000;175253
20;400;10;0;5;13000000000;176430
21;400;10;0;5;13000000000;187590
22;400;10;0;5;13000000000;176577
23;400;10;0;5;13000000000;178318
24;400;10;0;5;13000000000;187222
25;400;10;0;5;13000000000;178567
26;400;10;0;5;13000000000;180410
27;400;10;0;5;13000000000;184310
28;400;10;0;5;13000000000;180939
29;400;10;0;5;13000000000;182121
30;400;10;0;5;13000000000;181149
31;400;10;0;5;13000000000;175951
32;400;10;0;5;13000000000;179097
33;400;10;0;5;13000000000;183215
34;400;10;0;5;13000000000;178618
35;400;10;0;5;13000000000;182104
36;400;10;0;5;13000000000;221786
37;400;10;0;5;13000000000;175853
38;400;10;0;5;13000000000;181770
39;400;10;0;5;13000000000;184173
40;400;10;0;5;13000000000;177509
41;400;10;0;5;13000000000;176749
42;400;10;0;5;13000000000;187470
43;400;10;0;5;13000000000;182668
44;400;10;0;5;13000000000;169573
45;400;10;0;5;13000000000;151179
46;400;10;0;5;13000000000;178660
47;400;10;0;5;13000000000;106164
48;400;10;0;5;13000000000;94956
49;400;10;0;5;13000000000;165980
