Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;1;5000000000;210586
1;1000;10;0;1;5000000000;252498
2;1000;10;0;1;5000000000;174682
3;1000;10;0;1;5000000000;166401
4;1000;10;0;1;5000000000;154821
5;1000;10;0;1;5000000000;163352
6;1000;10;0;1;5000000000;150427
7;1000;10;0;1;5000000000;137281
8;1000;10;0;1;5000000000;152655
9;1000;10;0;1;5000000000;155857
10;1000;10;0;1;5000000000;136755
11;1000;10;0;1;5000000000;155762
12;1000;10;0;1;5000000000;157481
13;1000;10;0;1;5000000000;155792
14;1000;10;0;1;5000000000;166429
15;1000;10;0;1;5000000000;150039
16;1000;10;0;1;5000000000;156860
17;1000;10;0;1;5000000000;134569
18;1000;10;0;1;5000000000;150913
19;1000;10;0;1;5000000000;184801
20;1000;10;0;1;5000000000;131018
21;1000;10;0;1;5000000000;157094
22;1000;10;0;1;5000000000;144252
23;1000;10;0;1;5000000000;137497
24;1000;10;0;1;5000000000;228720
25;1000;10;0;1;5000000000;132273
26;1000;10;0;1;5000000000;132820
27;1000;10;0;1;5000000000;214765
28;1000;10;0;1;5000000000;137590
29;1000;10;0;1;5000000000;129251
30;1000;10;0;1;5000000000;146068
31;1000;10;0;1;5000000000;151234
32;1000;10;0;1;5000000000;130010
33;1000;10;0;1;5000000000;150959
34;1000;10;0;1;5000000000;201946
35;1000;10;0;1;5000000000;138964
36;1000;10;0;1;5000000000;148694
37;1000;10;0;1;5000000000;129239
38;1000;10;0;1;5000000000;152550
39;1000;10;0;1;5000000000;164859
40;1000;10;0;1;5000000000;144513
41;1000;10;0;1;5000000000;162067
42;1000;10;0;1;5000000000;150697
43;1000;10;0;1;5000000000;156259
44;1000;10;0;1;5000000000;156335
45;1000;10;0;1;5000000000;142529
46;1000;10;0;1;5000000000;189586
47;1000;10;0;1;5000000000;131906
48;1000;10;0;1;5000000000;128366
49;1000;10;0;1;5000000000;205349
