Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;2;4000000000;190896
1;800;10;0;2;4000000000;184586
2;800;10;0;2;4000000000;200805
3;800;10;0;2;4000000000;189226
4;800;10;0;2;4000000000;180072
5;800;10;0;2;4000000000;174334
6;800;10;0;2;4000000000;242633
7;800;10;0;2;4000000000;175051
8;800;10;0;2;4000000000;170892
9;800;10;0;2;4000000000;175445
10;800;10;0;2;4000000000;175481
11;800;10;0;2;4000000000;173442
12;800;10;0;2;4000000000;172480
13;800;10;0;2;4000000000;176347
14;800;10;0;2;4000000000;182628
15;800;10;0;2;4000000000;179221
16;800;10;0;2;4000000000;172695
17;800;10;0;2;4000000000;174356
18;800;10;0;2;4000000000;175233
19;800;10;0;2;4000000000;178740
20;800;10;0;2;4000000000;173149
21;800;10;0;2;4000000000;177780
22;800;10;0;2;4000000000;174428
23;800;10;0;2;4000000000;174305
24;800;10;0;2;4000000000;173952
25;800;10;0;2;4000000000;177484
26;800;10;0;2;4000000000;172185
27;800;10;0;2;4000000000;174657
28;800;10;0;2;4000000000;169500
29;800;10;0;2;4000000000;173107
30;800;10;0;2;4000000000;171307
31;800;10;0;2;4000000000;172419
32;800;10;0;2;4000000000;169672
33;800;10;0;2;4000000000;172516
34;800;10;0;2;4000000000;171262
35;800;10;0;2;4000000000;175845
36;800;10;0;2;4000000000;357971
37;800;10;0;2;4000000000;172473
38;800;10;0;2;4000000000;171145
39;800;10;0;2;4000000000;171805
40;800;10;0;2;4000000000;174459
41;800;10;0;2;4000000000;173485
42;800;10;0;2;4000000000;210363
43;800;10;0;2;4000000000;172229
44;800;10;0;2;4000000000;171432
45;800;10;0;2;4000000000;182250
46;800;10;0;2;4000000000;245675
47;800;10;0;2;4000000000;174476
48;800;10;0;2;4000000000;170327
49;800;10;0;2;4000000000;174627
