Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;3;4000000000;187676
1;10;10;0;3;4000000000;216097
2;10;10;0;3;4000000000;228441
3;10;10;0;3;4000000000;218079
4;10;10;0;3;4000000000;195887
5;10;10;0;3;4000000000;178838
6;10;10;0;3;4000000000;207992
7;10;10;0;3;4000000000;145172
8;10;10;0;3;4000000000;134169
9;10;10;0;3;4000000000;96486
10;10;10;0;3;4000000000;116333
11;10;10;0;3;4000000000;120674
12;10;10;0;3;4000000000;98655
13;10;10;0;3;4000000000;139197
14;10;10;0;3;4000000000;128735
15;10;10;0;3;4000000000;176513
16;10;10;0;3;4000000000;91118
17;10;10;0;3;4000000000;90566
18;10;10;0;3;4000000000;154386
19;10;10;0;3;4000000000;93157
20;10;10;0;3;4000000000;85816
21;10;10;0;3;4000000000;136768
22;10;10;0;3;4000000000;114259
23;10;10;0;3;4000000000;90532
24;10;10;0;3;4000000000;115607
25;10;10;0;3;4000000000;124353
26;10;10;0;3;4000000000;90723
27;10;10;0;3;4000000000;121818
28;10;10;0;3;4000000000;126587
29;10;10;0;3;4000000000;93024
30;10;10;0;3;4000000000;123495
31;10;10;0;3;4000000000;96611
32;10;10;0;3;4000000000;114880
33;10;10;0;3;4000000000;130520
34;10;10;0;3;4000000000;91188
35;10;10;0;3;4000000000;120809
36;10;10;0;3;4000000000;134862
37;10;10;0;3;4000000000;119538
38;10;10;0;3;4000000000;127534
39;10;10;0;3;4000000000;152285
40;10;10;0;3;4000000000;162170
41;10;10;0;3;4000000000;102291
42;10;10;0;3;4000000000;124760
43;10;10;0;3;4000000000;150922
44;10;10;0;3;4000000000;95380
45;10;10;0;3;4000000000;94009
46;10;10;0;3;4000000000;152470
47;10;10;0;3;4000000000;127066
48;10;10;0;3;4000000000;95014
49;10;10;0;3;4000000000;129489
