Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;1;13000000000;181038
1;800;10;0;1;13000000000;173826
2;800;10;0;1;13000000000;188618
3;800;10;0;1;13000000000;171663
4;800;10;0;1;13000000000;159340
5;800;10;0;1;13000000000;168985
6;800;10;0;1;13000000000;156838
7;800;10;0;1;13000000000;153606
8;800;10;0;1;13000000000;182781
9;800;10;0;1;13000000000;168795
10;800;10;0;1;13000000000;160204
11;800;10;0;1;13000000000;196154
12;800;10;0;1;13000000000;167852
13;800;10;0;1;13000000000;158857
14;800;10;0;1;13000000000;163576
15;800;10;0;1;13000000000;170027
16;800;10;0;1;13000000000;155024
17;800;10;0;1;13000000000;158479
18;800;10;0;1;13000000000;168704
19;800;10;0;1;13000000000;149403
20;800;10;0;1;13000000000;167179
21;800;10;0;1;13000000000;169476
22;800;10;0;1;13000000000;154255
23;800;10;0;1;13000000000;155324
24;800;10;0;1;13000000000;165383
25;800;10;0;1;13000000000;155388
26;800;10;0;1;13000000000;151065
27;800;10;0;1;13000000000;164886
28;800;10;0;1;13000000000;160882
29;800;10;0;1;13000000000;154253
30;800;10;0;1;13000000000;166927
31;800;10;0;1;13000000000;157760
32;800;10;0;1;13000000000;154786
33;800;10;0;1;13000000000;163043
34;800;10;0;1;13000000000;162498
35;800;10;0;1;13000000000;157192
36;800;10;0;1;13000000000;184469
37;800;10;0;1;13000000000;165517
38;800;10;0;1;13000000000;157275
39;800;10;0;1;13000000000;177566
40;800;10;0;1;13000000000;168320
41;800;10;0;1;13000000000;153069
42;800;10;0;1;13000000000;217891
43;800;10;0;1;13000000000;168520
44;800;10;0;1;13000000000;151066
45;800;10;0;1;13000000000;155160
46;800;10;0;1;13000000000;230698
47;800;10;0;1;13000000000;154569
48;800;10;0;1;13000000000;155536
49;800;10;0;1;13000000000;167156
