Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;2;3000000000;193584
1;400;10;0;2;3000000000;175893
2;400;10;0;2;3000000000;185868
3;400;10;0;2;3000000000;180563
4;400;10;0;2;3000000000;165932
5;400;10;0;2;3000000000;165884
6;400;10;0;2;3000000000;163156
7;400;10;0;2;3000000000;158178
8;400;10;0;2;3000000000;162451
9;400;10;0;2;3000000000;163783
10;400;10;0;2;3000000000;160049
11;400;10;0;2;3000000000;160663
12;400;10;0;2;3000000000;165343
13;400;10;0;2;3000000000;162168
14;400;10;0;2;3000000000;172778
15;400;10;0;2;3000000000;165811
16;400;10;0;2;3000000000;141789
17;400;10;0;2;3000000000;140212
18;400;10;0;2;3000000000;163936
19;400;10;0;2;3000000000;136469
20;400;10;0;2;3000000000;131328
21;400;10;0;2;3000000000;165646
22;400;10;0;2;3000000000;155298
23;400;10;0;2;3000000000;148257
24;400;10;0;2;3000000000;171628
25;400;10;0;2;3000000000;138697
26;400;10;0;2;3000000000;153358
27;400;10;0;2;3000000000;169620
28;400;10;0;2;3000000000;151126
29;400;10;0;2;3000000000;140954
30;400;10;0;2;3000000000;275686
31;400;10;0;2;3000000000;149355
32;400;10;0;2;3000000000;145475
33;400;10;0;2;3000000000;164569
34;400;10;0;2;3000000000;180677
35;400;10;0;2;3000000000;157434
36;400;10;0;2;3000000000;169222
37;400;10;0;2;3000000000;158326
38;400;10;0;2;3000000000;148470
39;400;10;0;2;3000000000;168367
40;400;10;0;2;3000000000;154549
41;400;10;0;2;3000000000;137142
42;400;10;0;2;3000000000;198372
43;400;10;0;2;3000000000;106234
44;400;10;0;2;3000000000;90244
45;400;10;0;2;3000000000;87974
46;400;10;0;2;3000000000;121057
47;400;10;0;2;3000000000;94293
48;400;10;0;2;3000000000;88420
49;400;10;0;2;3000000000;140139
