Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;1;5000000000;203806
1;100;10;0;1;5000000000;167197
2;100;10;0;1;5000000000;184859
3;100;10;0;1;5000000000;187409
4;100;10;0;1;5000000000;162334
5;100;10;0;1;5000000000;164028
6;100;10;0;1;5000000000;150638
7;100;10;0;1;5000000000;162419
8;100;10;0;1;5000000000;181458
9;100;10;0;1;5000000000;160806
10;100;10;0;1;5000000000;158610
11;100;10;0;1;5000000000;159176
12;100;10;0;1;5000000000;169301
13;100;10;0;1;5000000000;159183
14;100;10;0;1;5000000000;167703
15;100;10;0;1;5000000000;155770
16;100;10;0;1;5000000000;148071
17;100;10;0;1;5000000000;138153
18;100;10;0;1;5000000000;153803
19;100;10;0;1;5000000000;147761
20;100;10;0;1;5000000000;134146
21;100;10;0;1;5000000000;159467
22;100;10;0;1;5000000000;125809
23;100;10;0;1;5000000000;128678
24;100;10;0;1;5000000000;158960
25;100;10;0;1;5000000000;133709
26;100;10;0;1;5000000000;125987
27;100;10;0;1;5000000000;157180
28;100;10;0;1;5000000000;142697
29;100;10;0;1;5000000000;125952
30;100;10;0;1;5000000000;152734
31;100;10;0;1;5000000000;134944
32;100;10;0;1;5000000000;122812
33;100;10;0;1;5000000000;244855
34;100;10;0;1;5000000000;128842
35;100;10;0;1;5000000000;133021
36;100;10;0;1;5000000000;156786
37;100;10;0;1;5000000000;134102
38;100;10;0;1;5000000000;133529
39;100;10;0;1;5000000000;152904
40;100;10;0;1;5000000000;137308
41;100;10;0;1;5000000000;132033
42;100;10;0;1;5000000000;163298
43;100;10;0;1;5000000000;147837
44;100;10;0;1;5000000000;128305
45;100;10;0;1;5000000000;142820
46;100;10;0;1;5000000000;156071
47;100;10;0;1;5000000000;127101
48;100;10;0;1;5000000000;126902
49;100;10;0;1;5000000000;161891
