Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;4;2000000000;191883
1;100;10;0;4;2000000000;137690
2;100;10;0;4;2000000000;175433
3;100;10;0;4;2000000000;175968
4;100;10;0;4;2000000000;166175
5;100;10;0;4;2000000000;169192
6;100;10;0;4;2000000000;172024
7;100;10;0;4;2000000000;193382
8;100;10;0;4;2000000000;172583
9;100;10;0;4;2000000000;176122
10;100;10;0;4;2000000000;177668
11;100;10;0;4;2000000000;174060
12;100;10;0;4;2000000000;168284
13;100;10;0;4;2000000000;168886
14;100;10;0;4;2000000000;175031
15;100;10;0;4;2000000000;176946
16;100;10;0;4;2000000000;172721
17;100;10;0;4;2000000000;173537
18;100;10;0;4;2000000000;178702
19;100;10;0;4;2000000000;169601
20;100;10;0;4;2000000000;169572
21;100;10;0;4;2000000000;179074
22;100;10;0;4;2000000000;165025
23;100;10;0;4;2000000000;170237
24;100;10;0;4;2000000000;176242
25;100;10;0;4;2000000000;172466
26;100;10;0;4;2000000000;170168
27;100;10;0;4;2000000000;171717
28;100;10;0;4;2000000000;168027
29;100;10;0;4;2000000000;168837
30;100;10;0;4;2000000000;172966
31;100;10;0;4;2000000000;168368
32;100;10;0;4;2000000000;166016
33;100;10;0;4;2000000000;169335
34;100;10;0;4;2000000000;168083
35;100;10;0;4;2000000000;168231
36;100;10;0;4;2000000000;169501
37;100;10;0;4;2000000000;161385
38;100;10;0;4;2000000000;166951
39;100;10;0;4;2000000000;165601
40;100;10;0;4;2000000000;123426
41;100;10;0;4;2000000000;94081
42;100;10;0;4;2000000000;132579
43;100;10;0;4;2000000000;87863
44;100;10;0;4;2000000000;90367
45;100;10;0;4;2000000000;92191
46;100;10;0;4;2000000000;137759
47;100;10;0;4;2000000000;89580
48;100;10;0;4;2000000000;86988
49;100;10;0;4;2000000000;141948
