Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;800;10;0;3;13000000000;182763
1;800;10;0;3;13000000000;181134
2;800;10;0;3;13000000000;188352
3;800;10;0;3;13000000000;183846
4;800;10;0;3;13000000000;171409
5;800;10;0;3;13000000000;168903
6;800;10;0;3;13000000000;165962
7;800;10;0;3;13000000000;164838
8;800;10;0;3;13000000000;202303
9;800;10;0;3;13000000000;165699
10;800;10;0;3;13000000000;164101
11;800;10;0;3;13000000000;202960
12;800;10;0;3;13000000000;175888
13;800;10;0;3;13000000000;171124
14;800;10;0;3;13000000000;181438
15;800;10;0;3;13000000000;176210
16;800;10;0;3;13000000000;165548
17;800;10;0;3;13000000000;165762
18;800;10;0;3;13000000000;176831
19;800;10;0;3;13000000000;163794
20;800;10;0;3;13000000000;167414
21;800;10;0;3;13000000000;171812
22;800;10;0;3;13000000000;164888
23;800;10;0;3;13000000000;166791
24;800;10;0;3;13000000000;169176
25;800;10;0;3;13000000000;110340
26;800;10;0;3;13000000000;103941
27;800;10;0;3;13000000000;173890
28;800;10;0;3;13000000000;163173
29;800;10;0;3;13000000000;161810
30;800;10;0;3;13000000000;173763
31;800;10;0;3;13000000000;165778
32;800;10;0;3;13000000000;162191
33;800;10;0;3;13000000000;167986
34;800;10;0;3;13000000000;162904
35;800;10;0;3;13000000000;161262
36;800;10;0;3;13000000000;166637
37;800;10;0;3;13000000000;166380
38;800;10;0;3;13000000000;163909
39;800;10;0;3;13000000000;171178
40;800;10;0;3;13000000000;169520
41;800;10;0;3;13000000000;167301
42;800;10;0;3;13000000000;179256
43;800;10;0;3;13000000000;171700
44;800;10;0;3;13000000000;168397
45;800;10;0;3;13000000000;208845
46;800;10;0;3;13000000000;174106
47;800;10;0;3;13000000000;165255
48;800;10;0;3;13000000000;168812
49;800;10;0;3;13000000000;174995
