Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;4;13000000000;202805
1;1000;10;0;4;13000000000;204704
2;1000;10;0;4;13000000000;195802
3;1000;10;0;4;13000000000;199519
4;1000;10;0;4;13000000000;187193
5;1000;10;0;4;13000000000;186445
6;1000;10;0;4;13000000000;176069
7;1000;10;0;4;13000000000;177319
8;1000;10;0;4;13000000000;180887
9;1000;10;0;4;13000000000;178076
10;1000;10;0;4;13000000000;177441
11;1000;10;0;4;13000000000;185368
12;1000;10;0;4;13000000000;173649
13;1000;10;0;4;13000000000;172158
14;1000;10;0;4;13000000000;179988
15;1000;10;0;4;13000000000;183346
16;1000;10;0;4;13000000000;176264
17;1000;10;0;4;13000000000;176225
18;1000;10;0;4;13000000000;181435
19;1000;10;0;4;13000000000;179682
20;1000;10;0;4;13000000000;175788
21;1000;10;0;4;13000000000;185750
22;1000;10;0;4;13000000000;178812
23;1000;10;0;4;13000000000;176821
24;1000;10;0;4;13000000000;182354
25;1000;10;0;4;13000000000;178108
26;1000;10;0;4;13000000000;176956
27;1000;10;0;4;13000000000;180323
28;1000;10;0;4;13000000000;177166
29;1000;10;0;4;13000000000;178748
30;1000;10;0;4;13000000000;176378
31;1000;10;0;4;13000000000;173166
32;1000;10;0;4;13000000000;179905
33;1000;10;0;4;13000000000;178886
34;1000;10;0;4;13000000000;172050
35;1000;10;0;4;13000000000;173933
36;1000;10;0;4;13000000000;184971
37;1000;10;0;4;13000000000;179373
38;1000;10;0;4;13000000000;178789
39;1000;10;0;4;13000000000;189440
40;1000;10;0;4;13000000000;176009
41;1000;10;0;4;13000000000;175168
42;1000;10;0;4;13000000000;175775
43;1000;10;0;4;13000000000;182382
44;1000;10;0;4;13000000000;176682
45;1000;10;0;4;13000000000;172865
46;1000;10;0;4;13000000000;186689
47;1000;10;0;4;13000000000;178475
48;1000;10;0;4;13000000000;177431
49;1000;10;0;4;13000000000;180387
