Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;1000;10;0;6;13000000000;169050
1;1000;10;0;6;13000000000;185015
2;1000;10;0;6;13000000000;188836
3;1000;10;0;6;13000000000;196322
4;1000;10;0;6;13000000000;217452
5;1000;10;0;6;13000000000;210633
6;1000;10;0;6;13000000000;181838
7;1000;10;0;6;13000000000;179973
8;1000;10;0;6;13000000000;203927
9;1000;10;0;6;13000000000;128445
10;1000;10;0;6;13000000000;169420
11;1000;10;0;6;13000000000;200460
12;1000;10;0;6;13000000000;143478
13;1000;10;0;6;13000000000;164397
14;1000;10;0;6;13000000000;175952
15;1000;10;0;6;13000000000;167998
16;1000;10;0;6;13000000000;156197
17;1000;10;0;6;13000000000;163217
18;1000;10;0;6;13000000000;169775
19;1000;10;0;6;13000000000;115347
20;1000;10;0;6;13000000000;160791
21;1000;10;0;6;13000000000;168947
22;1000;10;0;6;13000000000;96381
23;1000;10;0;6;13000000000;158589
24;1000;10;0;6;13000000000;173597
25;1000;10;0;6;13000000000;161378
26;1000;10;0;6;13000000000;159070
27;1000;10;0;6;13000000000;168196
28;1000;10;0;6;13000000000;145110
29;1000;10;0;6;13000000000;152482
30;1000;10;0;6;13000000000;174650
31;1000;10;0;6;13000000000;165471
32;1000;10;0;6;13000000000;161805
33;1000;10;0;6;13000000000;174320
34;1000;10;0;6;13000000000;162844
35;1000;10;0;6;13000000000;162423
36;1000;10;0;6;13000000000;171898
37;1000;10;0;6;13000000000;168137
38;1000;10;0;6;13000000000;160912
39;1000;10;0;6;13000000000;197039
40;1000;10;0;6;13000000000;167230
41;1000;10;0;6;13000000000;162674
42;1000;10;0;6;13000000000;179474
43;1000;10;0;6;13000000000;175216
44;1000;10;0;6;13000000000;159593
45;1000;10;0;6;13000000000;202837
46;1000;10;0;6;13000000000;176289
47;1000;10;0;6;13000000000;153478
48;1000;10;0;6;13000000000;143876
49;1000;10;0;6;13000000000;173081
