Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;6;15000000000;183519
1;10;10;0;6;15000000000;174112
2;10;10;0;6;15000000000;210133
3;10;10;0;6;15000000000;177406
4;10;10;0;6;15000000000;212239
5;10;10;0;6;15000000000;189542
6;10;10;0;6;15000000000;179677
7;10;10;0;6;15000000000;200824
8;10;10;0;6;15000000000;195868
9;10;10;0;6;15000000000;174664
10;10;10;0;6;15000000000;168060
11;10;10;0;6;15000000000;186169
12;10;10;0;6;15000000000;182404
13;10;10;0;6;15000000000;173136
14;10;10;0;6;15000000000;234008
15;10;10;0;6;15000000000;180202
16;10;10;0;6;15000000000;172238
17;10;10;0;6;15000000000;171418
18;10;10;0;6;15000000000;175428
19;10;10;0;6;15000000000;179786
20;10;10;0;6;15000000000;173814
21;10;10;0;6;15000000000;174764
22;10;10;0;6;15000000000;173516
23;10;10;0;6;15000000000;168614
24;10;10;0;6;15000000000;178904
25;10;10;0;6;15000000000;168654
26;10;10;0;6;15000000000;170015
27;10;10;0;6;15000000000;175736
28;10;10;0;6;15000000000;157353
29;10;10;0;6;15000000000;172225
30;10;10;0;6;15000000000;179276
31;10;10;0;6;15000000000;167011
32;10;10;0;6;15000000000;171056
33;10;10;0;6;15000000000;175582
34;10;10;0;6;15000000000;172902
35;10;10;0;6;15000000000;165881
36;10;10;0;6;15000000000;243784
37;10;10;0;6;15000000000;175969
38;10;10;0;6;15000000000;153451
39;10;10;0;6;15000000000;186978
40;10;10;0;6;15000000000;179444
41;10;10;0;6;15000000000;171806
42;10;10;0;6;15000000000;183994
43;10;10;0;6;15000000000;176088
44;10;10;0;6;15000000000;172321
45;10;10;0;6;15000000000;232131
46;10;10;0;6;15000000000;178982
47;10;10;0;6;15000000000;170373
48;10;10;0;6;15000000000;170535
49;10;10;0;6;15000000000;174042
