Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;200;10;0;2;10000000000;153896
1;200;10;0;2;10000000000;156584
2;200;10;0;2;10000000000;180371
3;200;10;0;2;10000000000;148735
4;200;10;0;2;10000000000;88438
5;200;10;0;2;10000000000;174967
6;200;10;0;2;10000000000;98343
7;200;10;0;2;10000000000;88296
8;200;10;0;2;10000000000;118460
9;200;10;0;2;10000000000;122952
10;200;10;0;2;10000000000;88894
11;200;10;0;2;10000000000;100391
12;200;10;0;2;10000000000;139027
13;200;10;0;2;10000000000;112215
14;200;10;0;2;10000000000;99168
15;200;10;0;2;10000000000;167633
16;200;10;0;2;10000000000;89967
17;200;10;0;2;10000000000;85478
18;200;10;0;2;10000000000;140663
19;200;10;0;2;10000000000;120334
20;200;10;0;2;10000000000;92084
21;200;10;0;2;10000000000;130037
22;200;10;0;2;10000000000;89345
23;200;10;0;2;10000000000;94330
24;200;10;0;2;10000000000;192713
25;200;10;0;2;10000000000;107431
26;200;10;0;2;10000000000;77129
27;200;10;0;2;10000000000;136954
28;200;10;0;2;10000000000;86710
29;200;10;0;2;10000000000;88343
30;200;10;0;2;10000000000;131195
31;200;10;0;2;10000000000;88264
32;200;10;0;2;10000000000;85480
33;200;10;0;2;10000000000;129637
34;200;10;0;2;10000000000;87612
35;200;10;0;2;10000000000;84189
36;200;10;0;2;10000000000;131661
37;200;10;0;2;10000000000;90982
38;200;10;0;2;10000000000;82105
39;200;10;0;2;10000000000;95710
40;200;10;0;2;10000000000;112120
41;200;10;0;2;10000000000;107620
42;200;10;0;2;10000000000;87560
43;200;10;0;2;10000000000;121195
44;200;10;0;2;10000000000;81119
45;200;10;0;2;10000000000;82960
46;200;10;0;2;10000000000;130173
47;200;10;0;2;10000000000;87124
48;200;10;0;2;10000000000;82759
49;200;10;0;2;10000000000;133927
