Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;4;15000000000;195749
1;10;10;0;4;15000000000;187436
2;10;10;0;4;15000000000;202705
3;10;10;0;4;15000000000;190154
4;10;10;0;4;15000000000;234903
5;10;10;0;4;15000000000;171048
6;10;10;0;4;15000000000;171033
7;10;10;0;4;15000000000;166675
8;10;10;0;4;15000000000;171777
9;10;10;0;4;15000000000;172600
10;10;10;0;4;15000000000;197107
11;10;10;0;4;15000000000;176274
12;10;10;0;4;15000000000;198435
13;10;10;0;4;15000000000;168044
14;10;10;0;4;15000000000;186693
15;10;10;0;4;15000000000;182988
16;10;10;0;4;15000000000;169853
17;10;10;0;4;15000000000;169972
18;10;10;0;4;15000000000;170289
19;10;10;0;4;15000000000;167659
20;10;10;0;4;15000000000;171916
21;10;10;0;4;15000000000;175055
22;10;10;0;4;15000000000;188760
23;10;10;0;4;15000000000;172234
24;10;10;0;4;15000000000;195377
25;10;10;0;4;15000000000;167442
26;10;10;0;4;15000000000;198178
27;10;10;0;4;15000000000;173317
28;10;10;0;4;15000000000;193694
29;10;10;0;4;15000000000;170661
30;10;10;0;4;15000000000;185624
31;10;10;0;4;15000000000;168942
32;10;10;0;4;15000000000;197605
33;10;10;0;4;15000000000;174667
34;10;10;0;4;15000000000;201359
35;10;10;0;4;15000000000;171110
36;10;10;0;4;15000000000;173058
37;10;10;0;4;15000000000;177760
38;10;10;0;4;15000000000;193577
39;10;10;0;4;15000000000;174513
40;10;10;0;4;15000000000;190621
41;10;10;0;4;15000000000;165967
42;10;10;0;4;15000000000;176504
43;10;10;0;4;15000000000;178185
44;10;10;0;4;15000000000;196554
45;10;10;0;4;15000000000;217054
46;10;10;0;4;15000000000;181074
47;10;10;0;4;15000000000;165943
48;10;10;0;4;15000000000;176803
49;10;10;0;4;15000000000;179534
