Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;1;3000000000;177590
1;10;10;0;1;3000000000;269504
2;10;10;0;1;3000000000;165824
3;10;10;0;1;3000000000;161185
4;10;10;0;1;3000000000;127088
5;10;10;0;1;3000000000;151396
6;10;10;0;1;3000000000;121726
7;10;10;0;1;3000000000;106553
8;10;10;0;1;3000000000;149752
9;10;10;0;1;3000000000;115678
10;10;10;0;1;3000000000;163145
11;10;10;0;1;3000000000;135854
12;10;10;0;1;3000000000;98289
13;10;10;0;1;3000000000;94077
14;10;10;0;1;3000000000;126837
15;10;10;0;1;3000000000;111878
16;10;10;0;1;3000000000;88312
17;10;10;0;1;3000000000;85615
18;10;10;0;1;3000000000;119136
19;10;10;0;1;3000000000;88988
20;10;10;0;1;3000000000;84052
21;10;10;0;1;3000000000;116025
22;10;10;0;1;3000000000;85243
23;10;10;0;1;3000000000;83113
24;10;10;0;1;3000000000;138717
25;10;10;0;1;3000000000;82689
26;10;10;0;1;3000000000;80597
27;10;10;0;1;3000000000;114056
28;10;10;0;1;3000000000;82091
29;10;10;0;1;3000000000;81008
30;10;10;0;1;3000000000;105991
31;10;10;0;1;3000000000;82569
32;10;10;0;1;3000000000;81180
33;10;10;0;1;3000000000;100703
34;10;10;0;1;3000000000;84178
35;10;10;0;1;3000000000;81065
36;10;10;0;1;3000000000;104867
37;10;10;0;1;3000000000;87853
38;10;10;0;1;3000000000;81696
39;10;10;0;1;3000000000;107783
40;10;10;0;1;3000000000;88812
41;10;10;0;1;3000000000;83438
42;10;10;0;1;3000000000;101928
43;10;10;0;1;3000000000;86054
44;10;10;0;1;3000000000;82097
45;10;10;0;1;3000000000;82704
46;10;10;0;1;3000000000;97447
47;10;10;0;1;3000000000;84252
48;10;10;0;1;3000000000;80878
49;10;10;0;1;3000000000;112265
