Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;4;1000000000;197646
1;400;10;0;4;1000000000;193647
2;400;10;0;4;1000000000;181572
3;400;10;0;4;1000000000;174797
4;400;10;0;4;1000000000;173333
5;400;10;0;4;1000000000;175199
6;400;10;0;4;1000000000;189923
7;400;10;0;4;1000000000;169816
8;400;10;0;4;1000000000;168525
9;400;10;0;4;1000000000;167067
10;400;10;0;4;1000000000;176482
11;400;10;0;4;1000000000;173528
12;400;10;0;4;1000000000;167196
13;400;10;0;4;1000000000;168880
14;400;10;0;4;1000000000;177965
15;400;10;0;4;1000000000;171367
16;400;10;0;4;1000000000;169348
17;400;10;0;4;1000000000;164617
18;400;10;0;4;1000000000;169679
19;400;10;0;4;1000000000;163944
20;400;10;0;4;1000000000;167874
21;400;10;0;4;1000000000;177347
22;400;10;0;4;1000000000;167579
23;400;10;0;4;1000000000;172199
24;400;10;0;4;1000000000;170726
25;400;10;0;4;1000000000;170006
26;400;10;0;4;1000000000;156244
27;400;10;0;4;1000000000;161822
28;400;10;0;4;1000000000;161927
29;400;10;0;4;1000000000;148998
30;400;10;0;4;1000000000;173373
31;400;10;0;4;1000000000;180915
32;400;10;0;4;1000000000;175332
33;400;10;0;4;1000000000;174997
34;400;10;0;4;1000000000;171911
35;400;10;0;4;1000000000;179826
36;400;10;0;4;1000000000;184044
37;400;10;0;4;1000000000;188758
38;400;10;0;4;1000000000;177274
39;400;10;0;4;1000000000;173333
40;400;10;0;4;1000000000;178864
41;400;10;0;4;1000000000;174428
42;400;10;0;4;1000000000;177771
43;400;10;0;4;1000000000;171810
44;400;10;0;4;1000000000;170973
45;400;10;0;4;1000000000;177717
46;400;10;0;4;1000000000;180151
47;400;10;0;4;1000000000;181878
48;400;10;0;4;1000000000;175847
49;400;10;0;4;1000000000;177061
