Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;100;10;0;2;2000000000;230678
1;100;10;0;2;2000000000;227212
2;100;10;0;2;2000000000;184653
3;100;10;0;2;2000000000;202654
4;100;10;0;2;2000000000;188188
5;100;10;0;2;2000000000;180849
6;100;10;0;2;2000000000;84040
7;100;10;0;2;2000000000;151088
8;100;10;0;2;2000000000;141782
9;100;10;0;2;2000000000;154605
10;100;10;0;2;2000000000;153939
11;100;10;0;2;2000000000;192742
12;100;10;0;2;2000000000;147520
13;100;10;0;2;2000000000;106135
14;100;10;0;2;2000000000;109379
15;100;10;0;2;2000000000;180675
16;100;10;0;2;2000000000;91073
17;100;10;0;2;2000000000;88041
18;100;10;0;2;2000000000;148580
19;100;10;0;2;2000000000;92538
20;100;10;0;2;2000000000;85919
21;100;10;0;2;2000000000;150656
22;100;10;0;2;2000000000;90076
23;100;10;0;2;2000000000;87912
24;100;10;0;2;2000000000;151228
25;100;10;0;2;2000000000;95379
26;100;10;0;2;2000000000;87055
27;100;10;0;2;2000000000;142206
28;100;10;0;2;2000000000;89093
29;100;10;0;2;2000000000;93825
30;100;10;0;2;2000000000;135713
31;100;10;0;2;2000000000;91746
32;100;10;0;2;2000000000;88308
33;100;10;0;2;2000000000;140360
34;100;10;0;2;2000000000;91381
35;100;10;0;2;2000000000;88828
36;100;10;0;2;2000000000;113850
37;100;10;0;2;2000000000;132134
38;100;10;0;2;2000000000;89815
39;100;10;0;2;2000000000;131205
40;100;10;0;2;2000000000;95420
41;100;10;0;2;2000000000;87889
42;100;10;0;2;2000000000;107965
43;100;10;0;2;2000000000;103399
44;100;10;0;2;2000000000;88414
45;100;10;0;2;2000000000;88538
46;100;10;0;2;2000000000;126734
47;100;10;0;2;2000000000;88421
48;100;10;0;2;2000000000;85232
49;100;10;0;2;2000000000;146312
