Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;400;10;0;1;4000000000;183741
1;400;10;0;1;4000000000;168853
2;400;10;0;1;4000000000;182765
3;400;10;0;1;4000000000;162259
4;400;10;0;1;4000000000;151420
5;400;10;0;1;4000000000;156980
6;400;10;0;1;4000000000;130911
7;400;10;0;1;4000000000;153252
8;400;10;0;1;4000000000;148804
9;400;10;0;1;4000000000;154053
10;400;10;0;1;4000000000;133947
11;400;10;0;1;4000000000;163037
12;400;10;0;1;4000000000;155887
13;400;10;0;1;4000000000;139126
14;400;10;0;1;4000000000;159799
15;400;10;0;1;4000000000;155992
16;400;10;0;1;4000000000;146986
17;400;10;0;1;4000000000;134184
18;400;10;0;1;4000000000;152962
19;400;10;0;1;4000000000;150403
20;400;10;0;1;4000000000;127641
21;400;10;0;1;4000000000;152449
22;400;10;0;1;4000000000;151531
23;400;10;0;1;4000000000;125965
24;400;10;0;1;4000000000;151430
25;400;10;0;1;4000000000;146630
26;400;10;0;1;4000000000;136664
27;400;10;0;1;4000000000;153999
28;400;10;0;1;4000000000;123984
29;400;10;0;1;4000000000;147441
30;400;10;0;1;4000000000;157339
31;400;10;0;1;4000000000;135042
32;400;10;0;1;4000000000;134118
33;400;10;0;1;4000000000;148513
34;400;10;0;1;4000000000;150635
35;400;10;0;1;4000000000;127360
36;400;10;0;1;4000000000;147851
37;400;10;0;1;4000000000;152797
38;400;10;0;1;4000000000;130744
39;400;10;0;1;4000000000;149463
40;400;10;0;1;4000000000;150566
41;400;10;0;1;4000000000;136743
42;400;10;0;1;4000000000;148502
43;400;10;0;1;4000000000;137453
44;400;10;0;1;4000000000;148109
45;400;10;0;1;4000000000;140314
46;400;10;0;1;4000000000;140875
47;400;10;0;1;4000000000;149368
48;400;10;0;1;4000000000;128861
49;400;10;0;1;4000000000;159250
