Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;10;10;0;1;10000000000;182634
1;10;10;0;1;10000000000;184219
2;10;10;0;1;10000000000;197749
3;10;10;0;1;10000000000;167337
4;10;10;0;1;10000000000;159514
5;10;10;0;1;10000000000;163139
6;10;10;0;1;10000000000;166390
7;10;10;0;1;10000000000;156687
8;10;10;0;1;10000000000;175611
9;10;10;0;1;10000000000;163472
10;10;10;0;1;10000000000;154089
11;10;10;0;1;10000000000;198770
12;10;10;0;1;10000000000;165738
13;10;10;0;1;10000000000;157187
14;10;10;0;1;10000000000;160993
15;10;10;0;1;10000000000;164356
16;10;10;0;1;10000000000;162055
17;10;10;0;1;10000000000;155140
18;10;10;0;1;10000000000;164354
19;10;10;0;1;10000000000;161370
20;10;10;0;1;10000000000;149457
21;10;10;0;1;10000000000;164141
22;10;10;0;1;10000000000;160779
23;10;10;0;1;10000000000;156666
24;10;10;0;1;10000000000;163683
25;10;10;0;1;10000000000;153558
26;10;10;0;1;10000000000;154594
27;10;10;0;1;10000000000;162470
28;10;10;0;1;10000000000;155878
29;10;10;0;1;10000000000;155082
30;10;10;0;1;10000000000;161010
31;10;10;0;1;10000000000;161583
32;10;10;0;1;10000000000;158469
33;10;10;0;1;10000000000;161611
34;10;10;0;1;10000000000;156857
35;10;10;0;1;10000000000;152509
36;10;10;0;1;10000000000;159652
37;10;10;0;1;10000000000;158206
38;10;10;0;1;10000000000;151357
39;10;10;0;1;10000000000;178837
40;10;10;0;1;10000000000;155426
41;10;10;0;1;10000000000;164170
42;10;10;0;1;10000000000;219249
43;10;10;0;1;10000000000;163529
44;10;10;0;1;10000000000;160613
45;10;10;0;1;10000000000;154592
46;10;10;0;1;10000000000;166569
47;10;10;0;1;10000000000;155951
48;10;10;0;1;10000000000;153660
49;10;10;0;1;10000000000;164742
